file	width	height	epub_file	alt_or_description	nearby_before	nearby_after
media/image/116817.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Sound of Dothraki	CHAPTER I: SOUNDS	CASE STUDY: The Sound of Dothraki
media/image/116814.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Sound of Dothraki	CHAPTER I: SOUNDS	CASE STUDY: The Sound of Dothraki
media/image/116812.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Sound of Dothraki	CHAPTER I: SOUNDS	CASE STUDY: The Sound of Dothraki
media/image/116810.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116808.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116806.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116804.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116802.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116800.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116798.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116796.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116794.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116792.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116790.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116787.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: Irathient Nouns	CHAPTER II: WORDS	CASE STUDY: Irathient Nouns
media/image/116785.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: High Valyrian Verbs	CHAPTER III: EVOLUTION	CASE STUDY: High Valyrian Verbs
media/image/116783.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: High Valyrian Verbs	CHAPTER III: EVOLUTION	CASE STUDY: High Valyrian Verbs
media/image/116781.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116779.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116777.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116775.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116773.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116771.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116768.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116765.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116763.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116761.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: CASE STUDY: The Evolution of the Castithan Writing System	CHAPTER IV: THE WRITTEN WORD	CASE STUDY: The Evolution of the Castithan Writing System
media/image/116759.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: Glossary	Phrase Books	Glossary
media/image/116757.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: Glossary	Phrase Books	Glossary
media/image/116755.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: Glossary	Phrase Books	Glossary
media/image/116753.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: Glossary	Phrase Books	Glossary
media/image/116751.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: Glossary	Phrase Books	Glossary
media/image/116749.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: Glossary	Phrase Books	Glossary
media/image/116747.jpg	36	36	9780698155671_EPUB-5.xhtml	Source image: Glossary	Phrase Books	Glossary
media/image/Image68954.jpg	1628	100	9780698155671_EPUB-6.xhtml	Source figure image Image68954.jpg; no alt text supplied in EPUB	• Translation: Translation is the practice of rendering the content of a clause from one language into a different one. Here, for example, is a sentence of Castithan translated into English:	The boy appreciated the flower.
media/image/Image68962.jpg	1628	100	9780698155671_EPUB-6.xhtml	Source image: Fahazwa re rutsaye’ke zwore giopsa.	• Transcription: Transcription takes the text of one language and puts it into a form that’s readable by a person who speaks a language that uses a different orthography—or into a neutral orthography.	Fahazwa re rutsaye’ke zwore giopsa.
media/image/115295.jpg	349	21	9780698155671_EPUB-6.xhtml	Source figure image 115295.jpg; no alt text supplied in EPUB	Fahazwa re rutsaye’ke zwore giopsa.	Transcription may take into account some of the conventions of the original language’s writing system or its phonology, but it is not a translation. It’s simply a method of rendering the same text in 
media/image/Image68971.jpg	1628	100	9780698155671_EPUB-6.xhtml	Source image: Boy flower appreciated.	• Gloss: A gloss (also referred to as an interlinear) gives the reader an idea what each word in a clause means, and/or what role it plays in the sentence. Combining actual language data with a transc	Boy flower appreciated.
media/image/115299.jpg	44	37	9780698155671_EPUB-7.xhtml	Source figure image 115299.jpg; no alt text supplied in EPUB	In English, we use a number of sounds to convey meaning. Sometimes, though, the same sound will be pronounced differently, even if we’re completely unaware of it. Try this test out yourself. Put your 	Here, for example, are two different words of the Hindi language spoken in India (ignore the funny tail on the t ; we’ll get to that):
media/image/121677.jpg	16	43	9780698155671_EPUB-7.xhtml	Source figure image 121677.jpg; no alt text supplied in EPUB	Instead, oral languages utilize sounds made with the mouth, throat, tongue, nose, and lungs. In this section I’ll introduce you to those sounds, with examples from both natlangs and conlangs. First, t	Here, for example, are two different words of the Hindi language spoken in India (ignore the funny tail on the t ; we’ll get to that):
media/image/hindi_teak.jpg	68	61	9780698155671_EPUB-7.xhtml	Source image: “okay”	“teak”	“okay”
media/image/115301.jpg	62	39	9780698155671_EPUB-7.xhtml	Source image: “okay”	“teak”	“okay”
media/image/hindi_okay.jpg	89	50	9780698155671_EPUB-7.xhtml	Source figure image hindi_okay.jpg; no alt text supplied in EPUB	“okay”	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin
media/image/115304.jpg	79	39	9780698155671_EPUB-7.xhtml	Source figure image 115304.jpg; no alt text supplied in EPUB	“okay”	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin
media/image/115306.jpg	29	39	9780698155671_EPUB-7.xhtml	Source figure image 115306.jpg; no alt text supplied in EPUB	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact
media/image/115310.jpg	44	39	9780698155671_EPUB-7.xhtml	Source figure image 115310.jpg; no alt text supplied in EPUB	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact
media/image/115312.jpg	29	39	9780698155671_EPUB-7.xhtml	Source figure image 115312.jpg; no alt text supplied in EPUB	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact
media/image/115314.jpg	45	37	9780698155671_EPUB-7.xhtml	Source figure image 115314.jpg; no alt text supplied in EPUB	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact
media/image/116275.jpg	20	23	9780698155671_EPUB-7.xhtml	Source figure image 116275.jpg; no alt text supplied in EPUB	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact
media/image/118058.jpg	22	23	9780698155671_EPUB-7.xhtml	Source figure image 118058.jpg; no alt text supplied in EPUB	These two words differ only in one respect: the for the Hindi word for “okay” is aspirated (i.e. ) and for the Hindi word for “teak” is not. So even though the distinction between [t] and isn’t meanin	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact
media/image/115316.jpg	75	33	9780698155671_EPUB-7.xhtml	Source figure image 115316.jpg; no alt text supplied in EPUB	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact	Notice that the phonemic transcription (which is always given between forward slashes) leaves off the aspiration marker . This is because it’s considered to be a predictable pronunciation detail. The 
media/image/115318.jpg	83	37	9780698155671_EPUB-7.xhtml	Source figure image 115318.jpg; no alt text supplied in EPUB	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact	Notice that the phonemic transcription (which is always given between forward slashes) leaves off the aspiration marker . This is because it’s considered to be a predictable pronunciation detail. The 
media/image/121677.jpg	16	43	9780698155671_EPUB-7.xhtml	Source figure image 121677.jpg; no alt text supplied in EPUB	The spelling you see above in between brackets is what’s known as phonetic transcription . Any time in this book that you see words in between brackets [ ] , it means that, more or less, this is exact	They’re the same, because the aspiration is a crucial factor in determining the meaning of the word in Hindi.
media/image/115320.jpg	91	39	9780698155671_EPUB-7.xhtml	Source figure image 115320.jpg; no alt text supplied in EPUB	Notice that the phonemic transcription (which is always given between forward slashes) leaves off the aspiration marker . This is because it’s considered to be a predictable pronunciation detail. The 	They’re the same, because the aspiration is a crucial factor in determining the meaning of the word in Hindi.
media/image/115322.jpg	79	39	9780698155671_EPUB-7.xhtml	Source figure image 115322.jpg; no alt text supplied in EPUB	Notice that the phonemic transcription (which is always given between forward slashes) leaves off the aspiration marker . This is because it’s considered to be a predictable pronunciation detail. The 	They’re the same, because the aspiration is a crucial factor in determining the meaning of the word in Hindi.
media/image/Image42769.jpg	588	789	9780698155671_EPUB-7.xhtml	Source figure image Image42769.jpg; no alt text supplied in EPUB	Before we can talk about sounds, we have to talk a bit about what humans use to produce oral sounds. Below is what someone would look like if you sliced them in half from the top of their skull to the	Each of those spots labeled above is referenced in the production of speech sounds. In order to produce a speech sound, in addition to making use of an airstream mechanism, there is an active articula
media/image/table_33.jpg	1628	557	9780698155671_EPUB-7.xhtml	Source table image table_33.jpg; no alt text supplied in EPUB	Below is a chart of some of the major consonants found in the world’s languages:	Since this is the first time we’ve seen it, let me tell you why most of these cells have two members. Speech sounds feature what in linguistics we call voicing . Sounds may be either voiceless (someti
media/image/table_34.jpg	1628	199	9780698155671_EPUB-7.xhtml	Source table image table_34.jpg; no alt text supplied in EPUB	First we’ll begin with the stops of English. English has these six stops:	I want you to notice that no matter how the word is spelled, the phonetic transcription remains consistent. Even though there’s a spurious c in rack , there’s only a [k] in the transcription. IPA is u
media/image/115324.jpg	32	37	9780698155671_EPUB-7.xhtml	Source figure image 115324.jpg; no alt text supplied in EPUB	Before moving on to the sounds not found in English, take a look at the glottal column. Notice anything odd? looks pretty lonely up there, doesn’t he? (And he also looks a bit like a question mark, ma	The remaining stop sounds are found in other languages. For example, the appropriate pronunciation of Spanish t and d in the words toro and mande are dental (with the tongue tip against the top teeth)
media/image/115328.jpg	72	37	9780698155671_EPUB-7.xhtml	Source figure image 115328.jpg; no alt text supplied in EPUB	Before moving on to the sounds not found in English, take a look at the glottal column. Notice anything odd? looks pretty lonely up there, doesn’t he? (And he also looks a bit like a question mark, ma	The remaining stop sounds are found in other languages. For example, the appropriate pronunciation of Spanish t and d in the words toro and mande are dental (with the tongue tip against the top teeth)
media/image/115332.jpg	29	39	9780698155671_EPUB-7.xhtml	Source figure image 115332.jpg; no alt text supplied in EPUB	The remaining stop sounds are found in other languages. For example, the appropriate pronunciation of Spanish t and d in the words toro and mande are dental (with the tongue tip against the top teeth)	Fricatives are among the most diverse consonantal sounds that exist. Here are the fricatives of English:
media/image/115334.jpg	39	39	9780698155671_EPUB-7.xhtml	Source figure image 115334.jpg; no alt text supplied in EPUB	The remaining stop sounds are found in other languages. For example, the appropriate pronunciation of Spanish t and d in the words toro and mande are dental (with the tongue tip against the top teeth)	Fricatives are among the most diverse consonantal sounds that exist. Here are the fricatives of English:
media/image/table_35.jpg	1628	334	9780698155671_EPUB-7.xhtml	Source table image table_35.jpg; no alt text supplied in EPUB	Fricatives are among the most diverse consonantal sounds that exist. Here are the fricatives of English:	A couple of notes on these. Notice that English actually does distinguish the sounds [θ] and [ð] ; it just doesn’t do a very good job of it. We spell both th , and it’s up to the speaker to realize th
media/image/115336.jpg	33	39	9780698155671_EPUB-7.xhtml	Source figure image 115336.jpg; no alt text supplied in EPUB	Second, you’ll notice that the post-alveolar symbols and don’t appear on the chart above. This is because the fricatives are the only major sounds that are produced at that point of articulation. We h	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 
media/image/115338.jpg	34	37	9780698155671_EPUB-7.xhtml	Source figure image 115338.jpg; no alt text supplied in EPUB	Second, you’ll notice that the post-alveolar symbols and don’t appear on the chart above. This is because the fricatives are the only major sounds that are produced at that point of articulation. We h	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 
media/image/115340.jpg	33	39	9780698155671_EPUB-7.xhtml	Source figure image 115340.jpg; no alt text supplied in EPUB	A couple of notes on these. Notice that English actually does distinguish the sounds [θ] and [ð] ; it just doesn’t do a very good job of it. We spell both th , and it’s up to the speaker to realize th	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 
media/image/115342.jpg	34	37	9780698155671_EPUB-7.xhtml	Source figure image 115342.jpg; no alt text supplied in EPUB	A couple of notes on these. Notice that English actually does distinguish the sounds [θ] and [ð] ; it just doesn’t do a very good job of it. We spell both th , and it’s up to the speaker to realize th	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 
media/image/115344.jpg	205	40	9780698155671_EPUB-7.xhtml	Source figure image 115344.jpg; no alt text supplied in EPUB	Second, you’ll notice that the post-alveolar symbols and don’t appear on the chart above. This is because the fricatives are the only major sounds that are produced at that point of articulation. We h	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 
media/image/115346.jpg	211	40	9780698155671_EPUB-7.xhtml	Source figure image 115346.jpg; no alt text supplied in EPUB	Second, you’ll notice that the post-alveolar symbols and don’t appear on the chart above. This is because the fricatives are the only major sounds that are produced at that point of articulation. We h	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 
media/image/115349.jpg	33	39	9780698155671_EPUB-7.xhtml	Source figure image 115349.jpg; no alt text supplied in EPUB	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 	The latter two fricatives don’t appear on the chart above. They’re pharyngeal fricatives, which are rare, but not vanishingly so. The voiceless pharyngeal fricative [ħ] is like a heavy, forceful h sou
media/image/table_36.jpg	1628	286	9780698155671_EPUB-7.xhtml	Source table image table_36.jpg; no alt text supplied in EPUB	In between the post-alveolar and glottal [h] , there are a whole host of fricatives that enjoy wide use in many non-English languages. These are the so-called throaty or guttural sounds produced with 	The latter two fricatives don’t appear on the chart above. They’re pharyngeal fricatives, which are rare, but not vanishingly so. The voiceless pharyngeal fricative [ħ] is like a heavy, forceful h sou
media/image/115351.jpg	32	37	9780698155671_EPUB-7.xhtml	Source figure image 115351.jpg; no alt text supplied in EPUB	The latter two fricatives don’t appear on the chart above. They’re pharyngeal fricatives, which are rare, but not vanishingly so. The voiceless pharyngeal fricative [ħ] is like a heavy, forceful h sou	Affricates are a combination of a stop and a fricative. It might seem odd to call such a combination a single sound until you realize that the two most prominent affricates in English are rather often
media/image/table_36_2.jpg	1628	73	9780698155671_EPUB-7.xhtml	Source table image table_36_2.jpg; no alt text supplied in EPUB	Affricates are a combination of a stop and a fricative. It might seem odd to call such a combination a single sound until you realize that the two most prominent affricates in English are rather often	Most English speakers would have no problem thinking of the ch and j sounds as single sounds, and yet they don’t sound the same running forward as they do backward (in fact, the word mushed will sound
media/image/115353.jpg	98	39	9780698155671_EPUB-7.xhtml	Source figure image 115353.jpg; no alt text supplied in EPUB	Most English speakers would have no problem thinking of the ch and j sounds as single sounds, and yet they don’t sound the same running forward as they do backward (in fact, the word mushed will sound	The remaining consonants are much more restricted when it comes to where they are produced in the mouth. Nasal stops, for example, can only be produced at the uvula or forward. The reason is that a na
media/image/115355.jpg	96	39	9780698155671_EPUB-7.xhtml	Source figure image 115355.jpg; no alt text supplied in EPUB	Most English speakers would have no problem thinking of the ch and j sounds as single sounds, and yet they don’t sound the same running forward as they do backward (in fact, the word mushed will sound	The remaining consonants are much more restricted when it comes to where they are produced in the mouth. Nasal stops, for example, can only be produced at the uvula or forward. The reason is that a na
media/image/115357.jpg	43	39	9780698155671_EPUB-7.xhtml	Source figure image 115357.jpg; no alt text supplied in EPUB	Most English speakers would have no problem thinking of the ch and j sounds as single sounds, and yet they don’t sound the same running forward as they do backward (in fact, the word mushed will sound	The remaining consonants are much more restricted when it comes to where they are produced in the mouth. Nasal stops, for example, can only be produced at the uvula or forward. The reason is that a na
media/image/115359.jpg	55	37	9780698155671_EPUB-7.xhtml	Source figure image 115359.jpg; no alt text supplied in EPUB	Most English speakers would have no problem thinking of the ch and j sounds as single sounds, and yet they don’t sound the same running forward as they do backward (in fact, the word mushed will sound	The remaining consonants are much more restricted when it comes to where they are produced in the mouth. Nasal stops, for example, can only be produced at the uvula or forward. The reason is that a na
media/image/table_37.jpg	1628	187	9780698155671_EPUB-7.xhtml	Source table image table_37.jpg; no alt text supplied in EPUB	Nasal stops are quite common in the world’s languages, but most languages have two or three of them only. In English, we have three types of nasal stops that distinguish meaning:	Notice that these only contrast at the end of a word. In some languages, like Vietnamese or Moro, spoken in Sudan and South Sudan, words can begin with all three of the nasals and others. Compare this
media/image/table_37_2.jpg	1628	133	9780698155671_EPUB-7.xhtml	Source table image table_37_2.jpg; no alt text supplied in EPUB	Notice that these only contrast at the end of a word. In some languages, like Vietnamese or Moro, spoken in Sudan and South Sudan, words can begin with all three of the nasals and others. Compare this	When creating a language, it’s important not to get hemmed in by the phonological patterns of one’s own language. There’s a lot we can do with the sounds we can make with our mouths!
media/image/table_38.jpg	1628	178	9780698155671_EPUB-7.xhtml	Source table image table_38.jpg; no alt text supplied in EPUB	The remaining sounds all tend to get clumped together under the catchall term “approximant.” The first set are the glides. A glide is basically the consonantal version of a vowel. In English, we have 	Each of these is very closely associated with a vowel: with ; [j] with [i] ; and [w] with [u ] . Consider these pairs of words:
media/image/115361.jpg	27	37	9780698155671_EPUB-7.xhtml	Source image: purr ~ piranha	Each of these is very closely associated with a vowel: with ; [j] with [i] ; and [w] with [u ] . Consider these pairs of words:	purr ~ piranha
media/image/115365.jpg	40	37	9780698155671_EPUB-7.xhtml	Source image: purr ~ piranha	Each of these is very closely associated with a vowel: with ; [j] with [i] ; and [w] with [u ] . Consider these pairs of words:	purr ~ piranha
media/image/115373.jpg	83	39	9780698155671_EPUB-7.xhtml	Source image: me [mi] ~ meow	purr ~ piranha	me [mi] ~ meow
media/image/115375.jpg	179	39	9780698155671_EPUB-7.xhtml	Source image: me [mi] ~ meow	purr ~ piranha	me [mi] ~ meow
media/image/115378.jpg	139	40	9780698155671_EPUB-7.xhtml	Source image: who [hu] ~ whoever	me [mi] ~ meow	who [hu] ~ whoever
media/image/115380.jpg	182	37	9780698155671_EPUB-7.xhtml	Source figure image 115380.jpg; no alt text supplied in EPUB	who [hu] ~ whoever	The first set you can pronounce and hold indefinitely. Then notice what happens with the second. The second set starts out as the first set does, but then the constriction in the mouth becomes tighter
media/image/115382.jpg	148	39	9780698155671_EPUB-7.xhtml	Source figure image 115382.jpg; no alt text supplied in EPUB	Taps (or flaps) and trills are all R -like sounds. For example, the IPA symbol [r] is the trilled r in Spanish rojo, “red,” or the trilled double rr in Spanish perro, “dog.” A single instance of that 	There are two other trills found in the world’s languages: the bilabial trill and the uvular trill . The latter is found as a variant of r in many languages, including German and French. The bilabial 
media/image/115384.jpg	184	39	9780698155671_EPUB-7.xhtml	Source figure image 115384.jpg; no alt text supplied in EPUB	Taps (or flaps) and trills are all R -like sounds. For example, the IPA symbol [r] is the trilled r in Spanish rojo, “red,” or the trilled double rr in Spanish perro, “dog.” A single instance of that 	There are two other trills found in the world’s languages: the bilabial trill and the uvular trill . The latter is found as a variant of r in many languages, including German and French. The bilabial 
media/image/115386.jpg	228	37	9780698155671_EPUB-7.xhtml	Source figure image 115386.jpg; no alt text supplied in EPUB	Taps (or flaps) and trills are all R -like sounds. For example, the IPA symbol [r] is the trilled r in Spanish rojo, “red,” or the trilled double rr in Spanish perro, “dog.” A single instance of that 	There are two other trills found in the world’s languages: the bilabial trill and the uvular trill . The latter is found as a variant of r in many languages, including German and French. The bilabial 
media/image/115388.jpg	33	37	9780698155671_EPUB-7.xhtml	Source figure image 115388.jpg; no alt text supplied in EPUB	There are two other trills found in the world’s languages: the bilabial trill and the uvular trill . The latter is found as a variant of r in many languages, including German and French. The bilabial 	The last category is lateral approximants. These are the L -sounds. Most languages have just one L -sound, and it’s usually [l] . Some, though, have other variants, like the palatal which is close to 
media/image/115392.jpg	34	37	9780698155671_EPUB-7.xhtml	Source figure image 115392.jpg; no alt text supplied in EPUB	There are two other trills found in the world’s languages: the bilabial trill and the uvular trill . The latter is found as a variant of r in many languages, including German and French. The bilabial 	The last category is lateral approximants. These are the L -sounds. Most languages have just one L -sound, and it’s usually [l] . Some, though, have other variants, like the palatal which is close to 
media/image/115394.jpg	36	37	9780698155671_EPUB-7.xhtml	Source figure image 115394.jpg; no alt text supplied in EPUB	The last category is lateral approximants. These are the L -sounds. Most languages have just one L -sound, and it’s usually [l] . Some, though, have other variants, like the palatal which is close to 	This, of course, isn’t even half of the total consonants found in the world’s languages. Nonpulmonic consonants use an airstream mechanism other than the lungs. There are three main types of nonpulmon
media/image/115396.jpg	30	37	9780698155671_EPUB-7.xhtml	Source figure image 115396.jpg; no alt text supplied in EPUB	The last category is lateral approximants. These are the L -sounds. Most languages have just one L -sound, and it’s usually [l] . Some, though, have other variants, like the palatal which is close to 	This, of course, isn’t even half of the total consonants found in the world’s languages. Nonpulmonic consonants use an airstream mechanism other than the lungs. There are three main types of nonpulmon
media/image/115398.jpg	39	37	9780698155671_EPUB-7.xhtml	Source figure image 115398.jpg; no alt text supplied in EPUB	The last category is lateral approximants. These are the L -sounds. Most languages have just one L -sound, and it’s usually [l] . Some, though, have other variants, like the palatal which is close to 	This, of course, isn’t even half of the total consonants found in the world’s languages. Nonpulmonic consonants use an airstream mechanism other than the lungs. There are three main types of nonpulmon
media/image/116277.jpg	30	37	9780698155671_EPUB-7.xhtml	Source figure image 116277.jpg; no alt text supplied in EPUB	The last category is lateral approximants. These are the L -sounds. Most languages have just one L -sound, and it’s usually [l] . Some, though, have other variants, like the palatal which is close to 	This, of course, isn’t even half of the total consonants found in the world’s languages. Nonpulmonic consonants use an airstream mechanism other than the lungs. There are three main types of nonpulmon
media/image/116279.jpg	30	37	9780698155671_EPUB-7.xhtml	Source figure image 116279.jpg; no alt text supplied in EPUB	The last category is lateral approximants. These are the L -sounds. Most languages have just one L -sound, and it’s usually [l] . Some, though, have other variants, like the palatal which is close to 	This, of course, isn’t even half of the total consonants found in the world’s languages. Nonpulmonic consonants use an airstream mechanism other than the lungs. There are three main types of nonpulmon
media/image/115401.jpg	34	37	9780698155671_EPUB-7.xhtml	Source figure image 115401.jpg; no alt text supplied in EPUB	• The bilabial implosive is the most common implosive. Implosives become rarer as you move away from the lips and toward the glottis. Sample language: Hausa (West Africa).	• The velar ejective [k’ ] is the most common ejective. Ejectives become rarer as you move away from the uvula toward the lips. Sample language: Hausa (West Africa).
media/image/Image43464.jpg	570	404	9780698155671_EPUB-7.xhtml	Source figure image Image43464.jpg; no alt text supplied in EPUB	Unlike consonants, which need to be dealt with based on their manner of articulation, we’re going to go ahead and look at all the vowels at once. Below is a chart of all the major vowels found in the 	The first question you’ll probably have after seeing that chart is why is there an oddly shaped quadrilateral behind the vowel symbols. The reason has to do with how vowels are described by linguists.
media/image/115403.jpg	33	37	9780698155671_EPUB-7.xhtml	Source figure image 115403.jpg; no alt text supplied in EPUB	The first question you’ll probably have after seeing that chart is why is there an oddly shaped quadrilateral behind the vowel symbols. The reason has to do with how vowels are described by linguists.	You can actually hear the effect of height and backness by doing two clever tricks that my phonetics professor John Ohala taught me. To hear the effect of height, what you should do is mouth, in order
media/image/115405.jpg	33	37	9780698155671_EPUB-7.xhtml	Source figure image 115405.jpg; no alt text supplied in EPUB	The first question you’ll probably have after seeing that chart is why is there an oddly shaped quadrilateral behind the vowel symbols. The reason has to do with how vowels are described by linguists.	You can actually hear the effect of height and backness by doing two clever tricks that my phonetics professor John Ohala taught me. To hear the effect of height, what you should do is mouth, in order
