source_pdf_page	markdown_line	issue	text
586	22515	explicit_greek_pseudo_ocr_risk	         Aorist     ?*spl/JdlspeLJd-s-  gr. emrcva 'beeilte mich; trieb an'
590	22671	explicit_greek_pseudo_ocr_risk	   *spurnö- eher für *h₂/h₃; zu *sph s. KLINGENSCHMITT  1 68-914, hierher gr. σφυρόν 'Fußknö    chel' (mit irregulärem ur < *Jr nach Labial?); aaJrai{XIJ 'zucke, zapple' kann wegen 7r trotz
591	22704	explicit_greek_pseudo_ocr_risk	                                     gr. aqxpayt:iJvw 'zischten im Feuer'5
592	22755	explicit_greek_pseudo_ocr_risk	Fientiv   ?*sriHgʰ-ehr           [gr. tpptyrpa 'erschauderte, erstarrte'
593	22777	explicit_greek_pseudo_ocr_risk	Fientiv    ?*sru-eh₁1hr       gr. Aor. tppv77 'floß'
595	22842	explicit_greek_pseudo_ocr_risk	                                   gr. far17v 'trat, stellte mich hin'
595	22848	explicit_greek_pseudo_ocr_risk	                                      gr. i0Tr7μ1 'stelle', i'cnaμaz 'stelle mi'ch, trete hin'
597	22935	explicit_greek_pseudo_ocr_risk	Präsens   ?* sth/g'-je-          gr. cna(w 'träufle'
597	22937	explicit_greek_pseudo_ocr_risk	Neubildungen:   s-Aorist           gr. lma;a 'träufelte'
597	22946	explicit_greek_pseudo_ocr_risk	                                 gr. areißw 'trete fest, (zer)trete'
599	23028	explicit_greek_pseudo_ocr_risk	Aorist     *stillste/-s-         gr. tcrciA.,a 'machte fertig, rüstete aus, schickte'
600	23057	explicit_greek_pseudo_ocr_risk	Präsens   * st/h₂'i!-je-          araA.aaaw 'träufle, lasse tropfen'2                                     gr.
600	23059	explicit_greek_pseudo_ocr_risk	Neubildungen:   s-Aorist           gr. tmMaqa 'träufelte'
601	23084	explicit_greek_pseudo_ocr_risk	   Gründen kaum hierher gr. (nur Lex.) arfμßw 'schüttle heftig' und Wörter wie Ct(Trt:μ<pij[unclear] 'un    erschütterlich'. Schwierig ist Abgrenzung von *stebʰ- (s.d.).
605	23267	explicit_greek_pseudo_ocr_risk	                                     gr. arciJrai 'gibt kund, rühmt sich, verspricht'
608	23382	explicit_greek_pseudo_ocr_risk	Aorist     *strifbʰ/strebʰ-s-   gr. lcrrpt:l{la 'drehte, wendete'
611	23491	explicit_greek_pseudo_ocr_risk	                                   gr. hom. ta&Jra (μiJOov) 'gefallend, angenehm'8
623	23930	explicit_greek_pseudo_ocr_risk	    Vgl. lat. trtio m. 'brennendes Scheit', gr. nrw 'Tagesgöttin'; für *h₁ spricht die them. Flexion
627	24108	explicit_greek_pseudo_ocr_risk	   Aus *tala- < *tfhr umgebildet, daneben mit R(e) itA.aaom Hsch., vgl. HARDARSON  1 62-3;
629	24167	explicit_greek_pseudo_ocr_risk	           *te-tm-e-           gr. ep. lrt:rμt: 'traf an, erreichte'
633	24363	explicit_greek_pseudo_ocr_risk	Aorist     *ringʰ/tengʰ-s-      gr. trtr!;a 'benetzte, befeuchtete'
637	24520	explicit_greek_pseudo_ocr_risk	Neubildungen:   s-Aorist           gr. {rp17aa 'durchbohrte'7
637	24524	explicit_greek_pseudo_ocr_risk	   Vgl. gr. rtperpovn. 'Bohrer' < *terhrtro-; rp17r6; 'durchbohrt' < *trhrtó- usw.
638	24564	explicit_greek_pseudo_ocr_risk	   Vgl. gr. rpävrji; *'durchdringendʰ [unclear] 'deutlich, klar', auch das Heth. spricht für *h₂. Hierher
639	24600	explicit_greek_pseudo_ocr_risk	Präsens   ?*terh₃/trhru-      [gr. -τρώω 'verwunde, verletze.J
639	24601	explicit_greek_pseudo_ocr_risk	          *trhrske-            [gr. τιτρώσκω 'verwunde, verletze'
642	24724	explicit_greek_pseudo_ocr_risk	Fientiv                             [gr. Aor. repafjvaz 'trocken werden'7
642	24729	explicit_greek_pseudo_ocr_risk	Neubildungen:  R( e )-e-Präs.      gr. rtpaoμai 'werde trocken'10
650	25018	explicit_greek_pseudo_ocr_risk	                                   gr. hom. l!aμt:v 'wir             a1r-ilcraw                                                   erschlugen''                           'wurde erschlagen'5,
650	25051	explicit_greek_pseudo_ocr_risk	                                </J1A.oaKt:1f - </JzA.oK'f1j'f1/ó): Wurzelaor. *tk'en-ltkr;- > gr. *kten-lkta- bzw.   Spiranten TSK > sK (    gr. dial. *t'ken-lt'ka- > *sken-lska- (in kret. -<YKEVTt); LIPP 4.8.3.2., 4.8.9.2 . 1 ., 4.9. 1 .
652	25118	explicit_greek_pseudo_ocr_risk	Aorist     *treh_,'g1-lqNg1-      [gr. τραγεῖν 'zernagen' 1
652	25119	explicit_greek_pseudo_ocr_risk	Präsens    *treh₃g1-e-          gr. τρώγω 'zernage'
652	25121	explicit_greek_pseudo_ocr_risk	Desider.   ?*treh₃g1/trh₃gʰ-s-  gr. τρώξομαι 'werde zernagen'
653	25133	explicit_greek_pseudo_ocr_risk	Präsens    ?*trejg/.1-e-          gr. τρίβω 'reibe (auf)'2
653	25134	explicit_greek_pseudo_ocr_risk	Aorist      ?*trifjg/.l/trejgʷ-s-   gr. τρίψαι 'reiben, aufreiben '2
653	25162	explicit_greek_pseudo_ocr_risk	Präsens   *trem-ltrm-         [gr. τρέμω 'zittere, bebe'
654	25170	explicit_greek_pseudo_ocr_risk	Kaus.-It.  *trom-eje-          gr. i-poμtw 'zittere, bebe'
655	25214	explicit_greek_pseudo_ocr_risk	            *trp-eje-            gr. τραπέω 'keltere'2
655	25230	explicit_greek_pseudo_ocr_risk	Iterativ   ?*trop-eje-         gr. τροπέω 'wende'4
657	25307	explicit_greek_pseudo_ocr_risk	Aorist     ?*trel}g-ltrug-      gr. lrpvyt:v- tq17p<iv617 Hsch. 'wurde trocken'
657	25308	explicit_greek_pseudo_ocr_risk	"Präsens   ?*trug-ske-         gr. rpwKt:l"" q17paf vci Hsch. 'macht trocken'"
657	25309	explicit_greek_pseudo_ocr_risk	           ?*trug-eje-          gr. rpvycf· q17pafvt:1 Hsch. 'macht trocken'
657	25319	explicit_greek_pseudo_ocr_risk	          ?*truH-je-          ?gr. rp1Xo 'reibe auf, erschöpfe'3
657	25325	explicit_greek_pseudo_ocr_risk	Neubildungen:   s-Aorist           gr. rpiJaai 'aufreiben, erschöpfen .3
660	25434	explicit_greek_pseudo_ocr_risk	Präsens   * tyr-neyl nu         [gr. ὀτρύνω 'treibe an, fordere auf2
663	25513	explicit_greek_pseudo_ocr_risk	                                ?[gr.        'webe'2                                 V<pcdvw
663	25525	explicit_greek_pseudo_ocr_risk	  Zum Wurzelanlaut s. heth. wep-; zu weiterem vgl. PETERS 7 1 -2; das heth. Verbum huppiye    'verschlingen, vermischen' kann wegen pp und h (gegenüber gr. ὑφαίνω), nicht taV<pafV{J))
669	25775	explicit_greek_pseudo_ocr_risk	                  Fientiv             gr. triy77 'zerbrach '9
672	25872	explicit_greek_pseudo_ocr_risk	   d&J,  Ptz.                        (dissimiliert  *1,1e-1,1id- >  *1,1ejd- oder alt?) sowie dem gr. Plqpf.  ,ifo77, das                t:i&bq
673	25946	explicit_greek_pseudo_ocr_risk	          * lji-w!ih₁lf:!ihr      gr. (;:)tEμai 'strebe, trachte nach'4
683	26356	explicit_greek_pseudo_ocr_risk	    S. GOTO, GS KURYLOWICZ 365-70; vgl. die Denominativa gr. t.A.Eqx[poμm 'gebe Rätsel auf;
683	26358	explicit_greek_pseudo_ocr_risk	   Vielleicht indirekt bezeugt durch den gr. Namen 'EA-e<pTivmp, s. GOTO, l.c. 369.
691	26655	explicit_greek_pseudo_ocr_risk	Neubildungen:   s-Aorist           gr. tp;av 'sperrten ein '4
692	26690	explicit_greek_pseudo_ocr_risk	Neubildungen:   s-Aorist           gr. {ppeqa!tp;a 'führte aus, opferte'8
692	26698	explicit_greek_pseudo_ocr_risk	    sein nach *1gg-   : *11erg- > *wJg-  : *11erg-   *wJg-  : *weg- (vgl. umgekehrt myk. *11org     statt *11rog- nach *11erg-); dagegen wäre bei altem *11ä-   : *weg- > gr. *wJg-   : *weg- die
692	26699	explicit_greek_pseudo_ocr_risk	   Entstehung von gr. *//Jrg-  : *ɤ1erg- unerklärbar; zur Entwicklung von *r im Gr. vgl. Rlx 65.
694	26801	explicit_greek_pseudo_ocr_risk	                                 ?[gr. tppJjB1] 'wurde gesagt'2
695	26806	explicit_greek_pseudo_ocr_risk	 Desider.  ?*ijerh/lJ[hrs-    gr. tpim 'werde sagen'
696	26873	explicit_greek_pseudo_ocr_risk	                                 ?[gr. tppw 'gehe fort'4
703	27158	explicit_greek_pseudo_ocr_risk	Aorist    ?*yrehd,-lyrh₁g   gr. epp17!ga '(zer)riß, brach (tr., selten intr.)'1
703	27159	explicit_greek_pseudo_ocr_risk	Präsens   ?*yrh₁g-neylnu   gr. p'T]yvüμz '(zer)reiße, breche (tr.)'2
766	29855	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	riA.t:iam                        *h₂lehr         aopov(Hsch. kypr.)             *Hyer-
766	29863	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	riA.fVt:I V (Hsch.)                       *h₂jejf-I-             apμt:voq, ifpapov, ifpaa; aprjpt:z
769	29963	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	 εἶδον, i&fv                          *1Jejd-          ivOEfv(dor„ ark.)                *h₁nedʰ-
770	30010	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	tppw                                         *1,Jert-          (owB<o (Hsch.); t((J)(ja-
771	30093	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	   i.A.aaaaμt:vF; Ei?.1JB1 (Hsch.),  i?.1JB1,                       KEp<iJ, KEpaaw; iKtpaaa, -Kpfjaai;
772	30139	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	- KO!i(J)                        *kenhr            A.afe1v (Hsch.)                                    ! .*lehr
773	30162	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	   U<?em1; l,A.,e<?a tu.;aro, f).uw;                μt&v, μtöoμaz                                   1 . *med  Mozvfa (Hsch. )-                           μäyvvμ1, μiyvvμ1               *mejk-
773	30173	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	 A.iv&CTBa1 (Hsch.)                   *lejd-            μl]CTW (Hsch.)  A.ill'tw                             2.*lejp-           μ17vlxu                    *mehr
773	30183	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	    f'A.ooa, ).,vw; UA,vμaz-                           vaVEL (Hsch.), valov-
777	30362	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	 στέφω                             *(s)tegYh_            reptuuw; {rprtua, ripeuut:v (Hsch.);
779	30409	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	"  φθάνω                      *dʰegϑ""hr            zt:iaoμm; lzaöov; K""eXOVÖEl,"
779	30412	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	"      ψείρει (Hsch.); ἔφθειρα, -άμην;               xtsm                                  *ii""ed-"
779	30415	explicit_greek_pseudo_ocr_risk;index_dense_zone_high_risk	"    φθινύθω, φθινύουσι (Hsch.),  l/ffVOJ               Kizvrm    (kret.), + φθίει (Hsch.); ἔφθιεν φθίῃς.                XJ7pa, xfipo;                    *gʰehr   ἔφθιτο φθίμενος, ἔφθισα; ἔφθιται                    x7fμ11                               *gʰehJi   -t<pB1w-                             z6w                                  *ii""ey-"
