normalized_occurrence_id	printed_page	pdf_page	old_form_raw	old_normalized_form	new_normalized_form	old_search_key	new_search_key	old_quality_flags	new_quality_flags	include_in_unique	resolution_action	note	context
WATKINS-NFORM-01707	178	195	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	en *kleuos NEVER PERISH poss ``` //. 7.91 Od. 16.241 The formula takes on an added dimension in view of Cowgill's (1960) etymology of Greek o\) as *h,oiu, o-grade of *h2aiu-. Cf. also Old Norse Hdvamdl 77 ek veil einn at aldrl deyr / domr um daudan hvern 'I know one thing that never dies: a dead man's fame' and Early Welsh (VKG 2.338) trengidgolud, ni threing molud
WATKINS-NFORM-01708	7	24	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	8th century A.D., the plural eisi or eise 'reins', held in the hand of the charioteer in the epic Tain Bo Cuailnge. We can reconstruct an Indo-European preform *ansiiola-, earlier *h,ans-iio/ah2 -.1 As a technical term in chariotry 1. Thus correct the reconstruction given in Liddell-Scott-Jones, Greek-English Lexicon. The attested Mycenean instrumental plural anijapi 'with the reins' can even be
WATKINS-NFORM-01709	236	253	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	guest' (Schwartz 1990:202), etc. 7. If IE *plh,-hflndh- with K. Hoffmann apud Narten 1986:209. 8. See Hoffmann 1992:843, who derives it from the rootar- 'impel' (Vedic (yarti, IE *h,er-). Semantically easier would be connection with Old Irish ernaid 'grants, bestows' if from *erh,-; but the latter is usually taken from *perh,- of. <!-- pdf-page: 254; printed-page: 237 --> Note the same divine fe
WATKINS-NFORM-01710	249	266	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	17 are in fact mentioned—ending with 5. Watkins 19784 Much of the interpretation offered there is obsolete. See Melchert, forthcoming. 6. Both are inherited Indo-European lexemes, *h,ab(h)-no-: Welsh afon (Avon), Latin amnis 'river', and *h,i}si-ro-: Vedic as(-, Latin gnsis 'sword'. 7. Compare from the instructions for Bel Madgalti officials (v. Schuler 1957:48) iii 27-8, where the extraposition o
WATKINS-NFORM-01711	249	266	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	of the interpretation offered there is obsolete. See Melchert, forthcoming. 6. Both are inherited Indo-European lexemes, *h,ab(h)-no-: Welsh afon (Avon), Latin amnis 'river', and *h,i}si-ro-: Vedic as(-, Latin gnsis 'sword'. 7. Compare from the instructions for Bel Madgalti officials (v. Schuler 1957:48) iii 27-8, where the extraposition of le emphasizes the figure of antithesis: D1NAM Sarazzi ka
WATKINS-NFORM-01712	310	327	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	t dogs', is itself an Indo-European formula, cf. from the same roots Homeric Greek 'swift dogs' and the Caland composition form (IE *h2rg-ro--, *h 2 rg-i-). The episode of Odysseus' dog Argos is also a topos built out of the same formula, as is shown by the careful ring-composition which introduces him in Od. 17.291-2, discussed in chap. 3. 5. It is th
WATKINS-NFORM-01713	352	369	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	) DEATH. Further illustrations are given in chap. 40. Significantly in Vedic what is crossed over is more frequently 'life, lifespan'. The formula is pra tar' + dyus- 'lifespan' (*h,oiu-): the lifespan is 'gotten across', whence 'lengthened, prolonged'. This variant is well discussed by Geib 1975, who notes the etymological figure in RV 8.79.6: prem ayus tarid atirnam May (soma) bring him acros
WATKINS-NFORM-01714	353	370	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	st with vaso in the same slot, which may be a play on words. Vedic ayus 'lifespan' is a virtual synonym of Latin saeculum and Welsh hoedl; we may pose an Indo-European equivalence *h,oiu = *sahjtlom. The final and most striking Vedic passage to cite is RV 5.54.15 cd, from one of the family books. The lines are hymn-final; on the significance of this locus in Vedic and Indo-European poetics see Top
WATKINS-NFORM-01715	421	438	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	". See on the latter Nagy 1974:117. Greek 'messenger' lacks an etymology; should we equate it with Vedic ajir s 'swift', via the transferred epithet? A mechanical preform *h gh1lo- will account for both. For examples of the transferred epithet in etymology see chap. 12. 11. Cited from Gordon 1949:134. For the meter see ibid. 294. Note also the enjambment which permits a ""vertical"
WATKINS-NFORM-01716	444	461	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	16', which seems to be from a different text than CTH 321. Cf. KUB 36.97? 8. MU.KAM-as SAG.DU 'head of the year', KUB 36.97 iii 3'. 9. The Hittite verb harp - IE *h,orbh-, means to transfer oneself or be transferred from one sphere of physical or social appurtenance or allegiance into another. It is used concretely of divorce, and of cattle getting out of a pen and into someone e
WATKINS-NFORM-01717	446	463	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	er of the legal poem with which we began, and to the ancient Irish ethical notion of the Ruler's Truth, fir flathemon. 12. Compare note 10, on the meaning of Hittite harp- and IE *h,orbh13. Compare Beckman's discussion and the extensive literature there cited. <!-- pdf-page: 464; printed-page: 447 --> Appendix: muirdris ```text This word for the dragon or 'sea-monster' (peist uiscide) is appare
WATKINS-NFORM-01718	490	507	*h	*h	*h	h	h	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	xamples of such Indo-European Verb Phrases, reconstructible on the ``` <!-- pdf-page: 507; printed-page: 490 --> basis of the Homeric examples cited, are ```text *h,es- gʷhon-o- 'be the death (of)' *bher- gʷhon-o- 'bring death (to)'.3 ``` There is thus both grammatical and stylistic motivation for Greek φόνος ἔσσεται 'will be the de
WATKINS-NFORM-01721	12	29	*h1oK-eu-es	*h₁oK-eu-es	*h₁oK-eu-es	h1ok-eu-es	h1ok-eu-es	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ike Homeric Greek 'swift horses', Young Avestan aspanho... asauuo 'id.', and Vedic asvas.., asavah 'id.', securely reconstructible in root, suffix, and ending as *h1oK-eu-es h1eku-os, in either order. Metrics examines and compares similar versification systems, like the mostly isosyllabic, quantitative, bi- or tricolic verse line grouped into strophes in both Vedic and Greek lyri
WATKINS-NFORM-01722	88	105	*h1s-nt-io-.	*h₁s-nt-io-	*h₁s-nt-io-	h1s-nt-io	h1s-nt-io	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	es, a kind of priest: they suggest a preform *(s)kouhx-e(i)- (B. Fortson).4 Vedic satya 'true' and Avestan haiviia- are formally derivatives of the participle of the verb 'to be': *h1s-nt-io-. The meaning is thus 'real, existing'. For the same participle in the confessional formula of Hittite and its Latin cognate sons 'guilty' see chap. 15. The confession of sin, transgression, is another instanc
WATKINS-NFORM-01723	168	185	*h1sont	*h₁sont	*h₁sont	h1sont	h1sont	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	. On the other hand the same equations require the reconstruction of this stylistic figure (V i )... (Ni + V) for the proto-language, with the lexical entries *h,esti for (Vi) and *h1sont for (Ni), with gapped V in the nominal sentence (N; [+ V]). The rhetoric of climax and the formulaic style of Mursilis' confession are clearly an Indo-European inheritance, even if the verbal context preceding th
WATKINS-NFORM-01724	8	25	*h2	*h₂	*h₂	h2	h2	laryngeal-normalized-in-dataset		false	excluded-standalone-laryngeal-fragment	Regex captured only a laryngeal symbol, not the full form.	' (usually divinized), Hittite hassu- 'king', and the group of Germanic deities known in Old Norse as the sir, Germanic *ansuz. These are respectively reconstructed as *h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as 1922 noted t
WATKINS-NFORM-01725	172	189	*h2afcu-	*h₂afcu-	*h₂afcu-	h2afcu	h2afcu	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	all compounds or noun phrases with phonetically similar and partially overlapping lexemes as first member: ``` ```text *hjgi- *h,o£u- *h2afcu-, ``` and likewise phonetically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet-r-/*pt-er-/*per-. ``` Indo-European *h2rgi-
WATKINS-NFORM-01726	16	33	*h2ag-	*h₂ag-	*h₂ag-	h2ag	h2ag	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ry condition. Later writers, notably Parry's ``` 5. The equation is linguistically noteworthy in further anchoring the residual o-grade of a root in (post laryngeal) a-: *h2eg- > *h2ag- of ἄγω, ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show either original e-grade, or more likely generalization of the root-form ag-. The equation of ὄγμος and ajma- is at leas
WATKINS-NFORM-01727	178	195	*h2aiu-	*h₂aiu-	*h₂aiu-	h2aiu	h2aiu	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	*dhehr active) and the indirect object (man) is expressed in the dative pronoun (PRO): ```text PRO dat *dheh,- *kleuos *ndgahitom *h2aiu- ``` asmd prthii £ravo brhat/ visvSyur dhehy aTc§itam As everlasting one, grant us wide, lofty, imperishable fame. The seemingly redundant *h2aiu- (EVER) comes into its own in such variants as ```text
WATKINS-NFORM-01728	178	195	*h2aiu-	*h₂aiu-	*h₂aiu-	h2aiu	h2aiu	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	*kleuos *ndgahitom *h2aiu- ``` asmd prthii £ravo brhat/ visvSyur dhehy aTc§itam As everlasting one, grant us wide, lofty, imperishable fame. The seemingly redundant *h2aiu- (EVER) comes into its own in such variants as ```text PROgen *kleuos NEVER PERISH poss ``` //. 7.91 Od. 16.241 The formula takes on an added dimension in view of Cowg
WATKINS-NFORM-01729	178	195	*h2aiu-.	*h₂aiu-	*h₂aiu-	h2aiu	h2aiu	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	NEVER PERISH poss ``` //. 7.91 Od. 16.241 The formula takes on an added dimension in view of Cowgill's (1960) etymology of Greek o\) as *h,oiu, o-grade of *h2aiu-. Cf. also Old Norse Hdvamdl 77 ek veil einn at aldrl deyr / domr um daudan hvern 'I know one thing that never dies: a dead man's fame' and Early Welsh (VKG 2.338) trengidgolud, ni threing molud 'wealth perishes,
WATKINS-NFORM-01730	171	188	*h2aku-	*h₂aku-	*h₂aku-	h2aku	h2aku	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	cal to Latin acci-piter 'hawk' < *h2aku-petr-, with first member more clearly seen in the old word acupedius 'sharp-footed' (Paul. Fest. 9.25 L.) In both of these the 'sharp' word *h2aku- shares some of the semantic range and distribution of the 'swift' word *h,6ku-. Just as fjipyd- in Vedic is an epithet of both large birds of prey and horses, so in Greek the adjective coicuTiETTy; 'swift-flying'
WATKINS-NFORM-01731	171	188	*h2aku-petr-	*h₂aku-petr-	*h₂aku-petr-	h2aku-petr	h2aku-petr	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	r 'sharp' < *koro- < *koh}-ro- (Latin cos 'whetstone', Vedic sis'dti 'whets' ) and few, -oy 'wing', probably from *pte... It is semantically identical to Latin acci-piter 'hawk' < *h2aku-petr-, with first member more clearly seen in the old word acupedius 'sharp-footed' (Paul. Fest. 9.25 L.) In both of these the 'sharp' word *h2aku- shares some of the semantic range and distribution of the 'swift'
WATKINS-NFORM-01732	9	26	*h2ans-	*h₂ans-	*h₂ans-	h2ans	h2ans	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"elated to the technical term for the chariot driver's means of guiding and controlling his horses: the 'reins', Greek and Irish *ans-io- from the same Indo-European root *h2ns- or *h2ans-, which we discussed above. The designation of the reins rests squarely on a metaphor: the ""reins"" are the ""rulers"". It is just the inverse of the metaphor which calls the ruler ""charioteer"", ""helmsman"". In our m"
WATKINS-NFORM-01733	8	25	*h2ans-iiah	*h₂ans-iiah	*h₂ans-iiah	h2ans-iiah	h2ans-iiah	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	aphor 'straight, right' and 'rule, ruler, regulate'. The Old Avestan derivative razar is dative plural e'sib, down to the very case ending. We can reconstruct *ansiiabhi, earlier *h2ans-iiah, -bhi-, with the same precision as in the word for 'dog'. 2. For the nasal and other details see most recently the dictionaries of Puhvel, Tischler, Mayrhofer, and Lehmann, with references. 3. Or 'commanding
WATKINS-NFORM-01734	16	33	*h2eg-	*h₂eg-	*h₂eg-	h2eg	h2eg	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	a necessary condition. Later writers, notably Parry's ``` 5. The equation is linguistically noteworthy in further anchoring the residual o-grade of a root in (post laryngeal) a-: *h2eg- > *h2ag- of ἄγω, ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show either original e-grade, or more likely generalization of the root-form ag-. The equation of ὄγμος and ajma- i
WATKINS-NFORM-01735	16	33	*h2iu-guih3-.	*h₂iu-guih₃-	*h₂iu-guih₃-	h2iu-guih3	h2iu-guih3	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	stan yauuaeji- 'living forever' are all direct or indirect reflexes of an Indo-European collocation of *h2oiu- 'lifetime, eternity' and *guih3- 'to live', manifested in a compound *h2iu-guih3-. Continued study of all the Indo-European traditions can safely be expected to yield still more such equations. Thus the new Simonides fragments (IEG II2 11.12) bring in the phrase ἅρμα δίκης 'chariot of Jus
WATKINS-NFORM-01736	9	26	*h2ns-	*h₂ns-	*h₂ns-	h2ns	h2ns	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"y may be related to the technical term for the chariot driver's means of guiding and controlling his horses: the 'reins', Greek and Irish *ans-io- from the same Indo-European root *h2ns- or *h2ans-, which we discussed above. The designation of the reins rests squarely on a metaphor: the ""reins"" are the ""rulers"". It is just the inverse of the metaphor which calls the ruler ""charioteer"", ""helmsman""."
WATKINS-NFORM-01737	8	25	*h2ns-u-ro	*h₂ns-u-ro	*h₂ns-u-ro	h2ns-u-ro	h2ns-u-ro	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ahura- 'lord' (usually divinized), Hittite hassu- 'king', and the group of Germanic deities known in Old Norse as the sir, Germanic *ansuz. These are respectively reconstructed as *h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as
WATKINS-NFORM-01738	8	25	*h2o	*h₂o	*h₂o	h2o	h2o	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	nized), Hittite hassu- 'king', and the group of Germanic deities known in Old Norse as the sir, Germanic *ansuz. These are respectively reconstructed as *h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as 1922 noted the parallelism
WATKINS-NFORM-01739	8	25	*h2o/ans-.	*h₂o/ans-	*h₂o/ans-	h2o/ans	h2o/ans	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	*h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as 1922 noted the parallelism of Hittite has-/hass- 'engender' beside hassu- 'king' from a single root, and the family of English kin etc. beside the family of English king (Germanic
WATKINS-NFORM-01740	16	33	*h2og-mo-	*h₂og-mo-	*h₂og-mo-	h2og-mo	h2og-mo	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	notably Parry's ``` 5. The equation is linguistically noteworthy in further anchoring the residual o-grade of a root in (post laryngeal) a-: *h2eg- > *h2ag- of ἄγω, ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show either original e-grade, or more likely generalization of the root-form ag-. The equation of ὄγμος and ajma- is at least as old as Saussure's Memoi
WATKINS-NFORM-01741	16	33	*h2oiu-	*h₂oiu-	*h₂oiu-	h2oiu	h2oiu	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ote uwais(e) zan 'forever and ever', Gothic ajuk-dups 'eternity', and Old Avestan yauuaeji- 'living forever' are all direct or indirect reflexes of an Indo-European collocation of *h2oiu- 'lifetime, eternity' and *guih3- 'to live', manifested in a compound *h2iu-guih3-. Continued study of all the Indo-European traditions can safely be expected to yield still more such equations. Thus the new Simon
WATKINS-NFORM-01742	353	370	*h2oiu	*h₂oiu	*h₂oiu	h2oiu	h2oiu	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	abulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrine which goes back to the remotest reconstructible Indo-European times. This doc
WATKINS-NFORM-01743	310	327	*h2rg-ro--	*h₂rg-ro--	*h₂rg-ro--	h2rg-ro	h2rg-ro	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	'having swift dogs', is itself an Indo-European formula, cf. from the same roots Homeric Greek 'swift dogs' and the Caland composition form (IE *h2rg-ro--, *h 2 rg-i-). The episode of Odysseus' dog Argos is also a topos built out of the same formula, as is shown by the careful ring-composition which introduces him in Od. 17.291-2, discussed in chap. 3.
WATKINS-NFORM-01744	172	189	*h2rgi-p-io-	*h₂rgi-p-io-	*h₂rgi-p-io-	h2rgi-p-io	h2rgi-p-io	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	tically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet-r-/*pt-er-/*per-. ``` Indo-European *h2rgi-p-io- in a sense stands for all three second members, and might be built (with adjectival -id-) on a hypocoristic or otherwise truncated epithet *h,fgip... As such it could well belong to a layer of Indo-European
WATKINS-NFORM-01745	170	187	*h2rgi-pio-	*h₂rgi-pio-	*h₂rgi-pio-	h2rgi-pio	h2rgi-pio	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	a probable inheritance from the common poetic language of Indo-Iranian, Greek, and Armenian.l The Armenian word for 'eagle', arcui (from *arciui), gen. arcuoy, goes back to *h2rgi-pio-, identical to Vedic rjipyd-, an epithet of both the eagle (syend-) and the mythological stallion Dadhikra (RV 4.39.2, 7; 27.4). The Vedic word is substantiv- ized as 'eagle' in 2.34.4, of the bird who robbed
WATKINS-NFORM-01746	468	485	*h3ok	*h₃ok	*h₃ok	h3ok	h3ok	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"al items or names HERO (variable), SLAY (*gʷhen-, replaced in Hesiod by a MONSTER (*oghi-, not in Greek) who is THREE (*tri-)-HEADED (variable) and SIX (*sueks-)-EYED (*h3ok""p-, not in Greek), with the aid of a GOD (variable). As a result HERO DRIVE OFF (h,ag-, replaced in Greek by MONSTER'S COWS (*g-os, replaced in Avestan by WOMEN). A simple story perhaps, but one with enough arbitra"
WATKINS-NFORM-01747	8	25	*h3reg-	*h₃reg-	*h₃reg-	h3reg	h3reg	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	, translating the even clearer Latin figure pater patriae. Other Indo-European words for 'king' make reference to other semantic aspects of royalty and kingship. The old root noun *h3reg- is found only in the extreme west (Latin rex, Irish ri) and extreme east (Vedic raj-, Avestan barazi-raz- 'ruling on high').3 The noun clearly belongs with Greek 'stretch out', Latin rego 'rule', V
WATKINS-NFORM-01772	117	134	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"u- 'see' which we have in Hittite au(S)- 'see', and Welsh awen 'poetic inspiration'.3 The old glossary word creth 'poetry' is remade from cretho, gen. sg. of cruth 'form' < *k""r-tu- (McManus 1983). The form recurs in Welsh prydydd 'poet' < *k""r- t-iio-. It is further related to Vedic krnoti 'makes'; for the semantics cf. Greek 'make'. Irish cerd and Welsh cerdd m"
WATKINS-NFORM-01773	117	134	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"tic inspiration'.3 The old glossary word creth 'poetry' is remade from cretho, gen. sg. of cruth 'form' < *k""r-tu- (McManus 1983). The form recurs in Welsh prydydd 'poet' < *k""r- t-iio-. It is further related to Vedic krnoti 'makes'; for the semantics cf. Greek 'make'. Irish cerd and Welsh cerdd mean both 'craft' and 'poetry', the Irish noun also 'craftsman' and"
WATKINS-NFORM-01774	150	167	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"tor precisely in the combination with the indefinite relative pronoun kuis=tar,26 the sequence identical to the Greek combination with the interrogative pronoun, both from earlier *k""is tar. The 'coincidental' similarity is the more striking when we realize that in the 2nd millennium, long before the elimination of labiovelars in Greek, the phonetic sequence k""is tar in both languages would have b"
WATKINS-NFORM-01775	151	168	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"particle, 'locatival' in Luvian, reflects IE *, the pronominal stem with adverbial ending as in Vedic tar-hi, Gothic par (*tor), English there (*ter). Parallel is the particle IE *k""f in Palaic -kuar, beside Vedic kar-hi, Gothic huar (*k'or), English where (*k""er), for which see Melchert 1984b. ``` ## 12. The comparison of formulaic sequences <!-- pdf-page: 169; printed-page: 152 --> ```text"
WATKINS-NFORM-01776	151	168	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"nominal stem with adverbial ending as in Vedic tar-hi, Gothic par (*tor), English there (*ter). Parallel is the particle IE *k""f in Palaic -kuar, beside Vedic kar-hi, Gothic huar (*k'or), English where (*k""er), for which see Melchert 1984b. ``` ## 12. The comparison of formulaic sequences <!-- pdf-page: 169; printed-page: 152 --> ```text The comparison of formulaic s"
WATKINS-NFORM-01777	151	168	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"bial ending as in Vedic tar-hi, Gothic par (*tor), English there (*ter). Parallel is the particle IE *k""f in Palaic -kuar, beside Vedic kar-hi, Gothic huar (*k'or), English where (*k""er), for which see Melchert 1984b. ``` ## 12. The comparison of formulaic sequences <!-- pdf-page: 169; printed-page: 152 --> ```text The comparison of formulaic sequences ``` We saw in"
WATKINS-NFORM-01778	319	336	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"haenaiiS caessmno 'going to avenge Asa on the enemy army'. (Read as3tn\ the error was induced by the line-initial asahe two lines later.) Here the participle of kay- 'avenge', IE *k""ei-, occupies a position parallel tojaini 'was slain', IE *gʷhen-. For other examples from Avestan and especially Greek see chap. 49. <!-- pdf-page: 337; printed-page: 320 --> octosyllabic verse lines.14 There can b"
WATKINS-NFORM-01779	404	421	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"enging all their heart-hurting outrage and their evil devisings. ``` <!-- pdf-page: 421; printed-page: 404 --> In chap. 49 we will see further examples of the root *k""ei- as a corollary or reciprocal, depending on voice, of *gʷhen-. We may postpone a fuller exploration of the formulaic vehicles of the all-important nexus in archaic Greek and Indo-European society which is guest-fri"
WATKINS-NFORM-01780	416	433	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	e word is a rhyme formation in Indo-European to *ki'rmis, probably for reasons of tabu; *kl'rmis is found in Celtic, Balto-Slavic, Albanian, and Indo-Iranian. The usual meaning of *k mis is just 'worm' in most traditions, but in Middle Iranian it is also the word for 'dragon'; compare the Pahlavi version of the familiar Indo-European formula: kirm ozad bud 'had slain the dragon' (chap. 29). There
WATKINS-NFORM-01781	424	441	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	d to develop, using inherited morphological, syntactic, and poetic means, a periphrasis with the agent noun derivative *gʷhono-, and to utilize the inherited *urmi-, rhyme-form to *k'rmi-, for the serpent. The Indo-European asymmetry of the formula is well attested in Germanic, and the bidirectionality is perhaps more prominent in this family than any other due to the pessimistic Germanic view of
WATKINS-NFORM-01782	475	492	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"'three to be slain in exchange for one', cf. also 14.471, 24.254.6 But more frequently we find a reflex of the Indo-European verbal root for the notions of vengeance and requital, *k""ei- in Gk. 'atone, pay the price for', middle 'take vengeance on, have a price paid one', 'vengeance', 'blood-money, penalty'. There is an implicational relation betwee"
WATKINS-NFORM-01783	475	492	*K	*K	*K	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	n above the focus is on Orestes the avenger of his father, as an intended model for Telemakhos son of Odysseus. The focal verb is the bidirectional active and middle voice - (*K'ei-). Aigisthos plotted Agamemnon's death for which he paid (active the son Orestes avenged himself (middle ) on his father's slayer. It is the second member of the nominal compou
WATKINS-NFORM-01784	475	492	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	*gʷhen- is not underlying, but overt. Schematically, ```text ANTI-HERO *gʷhen- HERO1 ANTI-HERO *k'ei-act. HERO1 *gʷhon-o- ``` ```text 6. The associative presence of a form of 'worthy, worth, of equal weight' in the first two of these, with its implied image of balanced scales, is notewort
WATKINS-NFORM-01785	476	493	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"' and Watkins 1987b. ``` <!-- pdf-page: 493; printed-page: 476 --> ```text HERO2 *gʷhen- ANTI-HERO *k""ei-mid.. ``` We discussed earlier the memorative function of the root *gʷhen-, as a summation, the epic equivalent of Pindar's 'shortcut', the οἶμος which is the formula itself. We can observe the same with the co-oc"
