normalized_form_id,normalized_form,search_key,language_normalized,script,form_types,occurrence_count,printed_pages,pdf_pages,glosses,source_patterns,quality_flags,contexts_sample
WATKINS-UFORM-IMP-00505,nos,nos,Greek,latin-script,attested_or_cited_form,1,71,88,guest,form_plus_single_quote_gloss,,"twining of the themes of the poet's genealogy, the power of the word, and the reciprocal gift-exchange relationship (Vedic atithyd, Greek xenfa 'guest-friendship', from dtithi, xe'nos 'guest') of both poet with patron and patron (mediated b"
WATKINS-UFORM-IMP-00506,Note the common Hittite anda memai-,note the common hittite anda memai,Greek,latin-script,attested_or_cited_form,1,256,273,say into,form_plus_single_quote_gloss,,"se is radiance. ``` ```text Full of words of rightousness, he illuminates many kingdoms above the plain of Ireland. ``` In sece) is characteristic. Note the common Hittite anda memai- 'say into' of a spell or utterance in a ritual. For an i"
WATKINS-UFORM-IMP-00507,noun of the cognate of Greek,noun of the cognate of greek,Greek,latin-script,attested_or_cited_form,1,531,548,gnaw,form_plus_single_quote_gloss,,"h likewise occur together in expressions in Modern Irish. The phonetic index of the shared initial has doubtless played a role over the centuries. 9. Old Irish teinm is the verbal noun of the cognate of Greek 'gnaw', as in the Hesiodic pass"
WATKINS-UFORM-IMP-00508,nrha vadhah,nrha vadhah,Greek,latin-script,attested_or_cited_form,1,412,429,"cattle-slaying, manslaying weapon",form_plus_single_quote_gloss,,"nt ``` WEAPON KILL MONSTER, with the WEAPON promoted to grammatical subject, as discussed and illustrated above. The Maruts' bolt is a goha(IE * g""ou-gʷhen-) nrha vadhah 'cattle-slaying, manslaying weapon' in RV 7.56.17, just as Mithra's we"
WATKINS-UFORM-IMP-00509,ὅδον ἁμαξιτόν,odon amaxiton,Greek,greek,Greek_form,1,369,386,,unicode_greek_span,,"ier from Nemean 6 (465 B.C.) and Pythian 4 (463 B.C.) he makes explicit reference to the basic formula, the basic formulaic system which is far older than he. In the passable way (ὅδον ἁμαξιτόν) discovered of yore (παλαίτεροι ... εὗρον), th"
WATKINS-UFORM-IMP-00510,οδος,odos,Greek,greek,Greek_form,1,366,383,,unicode_greek_span,,"en before me discovered long ago; but I follow it also, carefully. ``` ```text Lines 47 and 53-4 are another explicit reference to the basic formula with the same language; (πρόσ)οδος, ἁμαξιτός, like the 'shortcut' (οἶμος βραχύς) of Pyth. 4"
WATKINS-UFORM-IMP-00511,"οδος, ἁμαξιτός, like the",odos amaxitos like the,Greek,mixed-greek-latin,Greek_form,1,366,383,shortcut,form_plus_single_quote_gloss,,"en before me discovered long ago; but I follow it also, carefully. ``` ```text Lines 47 and 53-4 are another explicit reference to the basic formula with the same language; (πρόσ)οδος, ἁμαξιτός, like the 'shortcut' (οἶμος βραχύς) of Pyth. 4"
WATKINS-UFORM-IMP-00512,Odysseus is also frequently called GUEST-,odysseus is also frequently called guest,Greek,latin-script,attested_or_cited_form,1,404,421,stranger,form_plus_single_quote_gloss,,"SLAY GUEST (in OWN HOUSE) HERO SLAY ANTI-GUEST (in OWN HOUSE). ```text We noted above that Odysseus is also frequently called GUEST- 'stranger' in his own house, and in the cave of the Kuklops. Greek (Indo- European *ghs-) at the same time "
WATKINS-UFORM-IMP-00513,"of the Celtic words cerd, cerdd",of the celtic words cerd cerdd,Greek,latin-script,attested_or_cited_form,1,76,93,"craft, poetry",form_plus_single_quote_gloss,,"O hAodha. <!-- pdf-page: 93; printed-page: 76 --> But we have a metonymy, a contiguity relation projected back on the diachronic plane—reconstructed if you will—in the semantics of the Celtic words cerd, cerdd 'craft, poetry' and their uniq"
WATKINS-UFORM-IMP-00514,of the necessary separation of math,of the necessary separation of math,Greek,latin-script,attested_or_cited_form,1,256,273,rob,form_plus_single_quote_gloss,,"d compound with *pro compare J. Narten's equation (1960) of Vedicpra math 'rob, carry away, steal away with' and Greek (Doric ). Her establishment of the necessary separation of math 'rob' from tnanth 'twirl', together with the many textual"
WATKINS-UFORM-IMP-00515,of τιμαλφεῖν λόγοις νίκαν is thus,of timalphein logois nikan is thus,Greek,mixed-greek-latin,Greek_form,1,84,101,"make victory fetch the prize
of honor by my words",form_plus_single_quote_gloss,,"ching a prize'. It is the victory which is worth the honor, and which fetches the prize of honor, but it is the victory (νίκαν) which is the accusative in our passage. The meaning of τιμαλφεῖν λόγοις νίκαν is thus 'make victory fetch the pr"
WATKINS-UFORM-IMP-00516,of Vedicpra math,of vedicpra math,Greek,latin-script,attested_or_cited_form,1,256,273,"rob, carry away, steal away with",form_plus_single_quote_gloss,,"ece) is characteristic. Note the common Hittite anda memai- 'say into' of a spell or utterance in a ritual. For an inherited compound with *pro compare J. Narten's equation (1960) of Vedicpra math 'rob, carry away, steal away with' and Gree"
WATKINS-UFORM-IMP-00517,ὄγμος,ogmos,Greek,greek,Greek_form,2,16,33,,unicode_greek_span,,"y's ``` 5. The equation is linguistically noteworthy in further anchoring the residual o-grade of a root in (post laryngeal) a-: *h2eg- > *h2ag- of ἄγω, ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show e || ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show either original e-grade, or more likely generalization of the root-form ag-. The equation of ὄγμος and ajma- is at least as old as Saussure's Memoire of 1"
WATKINS-UFORM-IMP-00518,ὧι ... ῥόπαλ᾽... ἐάγηι,oi ... ropal... eagei,Greek,greek,Greek_form,1,410,427,upon him... sticks... have been broken,unicode_greek_span,,"(βίη δέ τε νηπίη αὐτῶν)... '. The weak boys are again ANTI-HEROES, who BEAT the 'HERO'-ASS (= Ajax) with WEAPONS (ῥοπάλοισι); we have the full version of the basic formula. And in ὧι ... ῥόπαλ᾽... ἐάγηι 'upon him... sticks... have been brok"
WATKINS-UFORM-IMP-00519,ὧι δή πολλὰ περὶ ῥόπαλ᾽ ἀμφὶς ἐάγηι,oi de polla peri ropal amphis eagei,Greek,greek,Greek_form,1,410,427,,unicode_greek_span,,"d before the Trojan onslaught is likened to 'a donkey, stubborn and hard to move, who goes into a cornfield in despite of boys (παῖδες), and many sticks have been broken upon him (ὧι δή πολλὰ περὶ ῥόπαλ᾽ ἀμφὶς ἐάγηι line-final) but he gets "
WATKINS-UFORM-IMP-00520,οἱ δέ τε παῖδες,oi de te paides,Greek,greek,Greek_form,1,410,427,,unicode_greek_span,,"and many sticks have been broken upon him (ὧι δή πολλὰ περὶ ῥόπαλ᾽ ἀμφὶς ἐάγηι line-final) but he gets in and goes on eating the deep grain, and the children beat him with sticks (οἱ δέ τε παῖδες / τύπτουσιν ῥοπάλοισι) but their strength is"
WATKINS-UFORM-IMP-00521,οἶμον ἴσαμι βραχύν,oimon isami brachun,Greek,greek,Greek_form,1,369,386,,unicode_greek_span,,"sic formula, the basic formulaic system which is far older than he. In the passable way (ὅδον ἁμαξιτόν) discovered of yore (παλαίτεροι ... εὗρον), the shortcut which Pindar knows (οἶμον ἴσαμι βραχύν) and follows (ἔπομαι δὲ καὶ αὐτός) to be "
WATKINS-UFORM-IMP-00522,οἶμος,oimos,Greek,greek,Greek_form,2,403;476,420;493,,unicode_greek_span,,"has taken revenge on all the suitors in his own house. Odysseus can summarize the whole denouement in a single line when he is pressed for time; compare Pindar's ""shortcut"", the οἶμος which is the formula itself. Odysseus reveals himself to || *k""ei-mid.. ``` We discussed earlier the memorative function of the root *gʷhen-, as a summation, the epic equivalent of Pindar's 'shortcut', the οἶμος which is the formula itself. We can observe the same with the co-occurrence of the root "
WATKINS-UFORM-IMP-00523,οἶμος βραχύς,oimos brachus,Greek,greek,Greek_form,1,366,383,,unicode_greek_span,,"I follow it also, carefully. ``` ```text Lines 47 and 53-4 are another explicit reference to the basic formula with the same language; (πρόσ)οδος, ἁμαξιτός, like the 'shortcut' (οἶμος βραχύς) of Pyth. 4.247- 50.11 The HERO1 Achilles, named "
WATKINS-UFORM-IMP-00524,ὀιστοί,oistoi,Greek,greek,Greek_form,1,171,188,,unicode_greek_span,,"row' in the kenning-like line 6.67.1 Ic dnu dva 'sphurdn rjipydm 'When the cow(gut bowstring)s send whizzing the swift-flying (arrow)'.5 In Homeric Greek arrows (ἰοί, ὀιστοί) are 'swift' (ταχύς, ὡκύς) and 'feathered' (πτεροείς). 2. It is pe"
WATKINS-UFORM-IMP-00525,ὡκύς,okus,Greek,greek,Greek_form,1,171,188,,unicode_greek_span,,"e 6.67.1 Ic dnu dva 'sphurdn rjipydm 'When the cow(gut bowstring)s send whizzing the swift-flying (arrow)'.5 In Homeric Greek arrows (ἰοί, ὀιστοί) are 'swift' (ταχύς, ὡκύς) and 'feathered' (πτεροείς). 2. It is perhaps relevant that there is"
WATKINS-UFORM-IMP-00526,ὀλ,ol,Greek,greek,Greek_form,1,495,512,,unicode_greek_span,,"I am murdered, I am killed by the unholy sacrificial strokes of my unholy father. ``` ```text SLAY (φον-) in both is reinforced by a near-synonym (κτεν-, ὀλ-), and both share the monstrous father as agent. But the WEAPON of the first (φασγά"
WATKINS-UFORM-IMP-00527,"Old English sima, Old Norse simi",old english sima old norse simi,Greek,latin-script,attested_or_cited_form,1,457,474,"rope, cord",form_plus_single_quote_gloss,,"ts family is, like an Indo-European inheritance. We have noted Hittite ishimas, ishiman- and Gk. together with Vedic siman- 'part (in the hair)' and Old English sima, Old Norse simi 'rope, cord' they point to an Indo-European word *sh2i-mon"
WATKINS-UFORM-IMP-00528,Old High German ubarwehan,old high german ubarwehan,Greek,latin-script,attested_or_cited_form,1,417,434,conquers,form_plus_single_quote_gloss,,"I *uik-enti which accounts for the Germanic hesitation in root final consonant, Gothic weihan, but Old English, Old Norse (-)wegan. Among cognates note Old Irish fichid 'fights', Old High German ubarwehan 'conquers', with nasal infix Latin "
WATKINS-UFORM-IMP-00529,"Old Iran, jan-",old iran jan,Greek,latin-script,attested_or_cited_form,1,477,494,slay,form_plus_single_quote_gloss,,"ready compared //. 22.395ff.). From Middle Iranian compare from the Pahlavi Dēnkard VII (4521 ff.) ma man abar zane... ken tozed... Zarduxst 'Do not kill me...' (Mid. Pers. zan- < Old Iran, jan- 'slay' < IE *ghen-), 'He will take revenge, Z"
WATKINS-UFORM-IMP-00530,Old Irish duan,old irish duan,Greek,latin-script,attested_or_cited_form,1,30,47,poem,form_plus_single_quote_gloss,,"ve.3 Examples of such phonetically indexed pairs are Classical Modern Irish (Bardic poetry) clu 'fame': cnu 'nut; jewel' (metaphor for reward), with alliteration and rhyme; Old Irish duan 'poem': duas 'reward for a poem', with alliteration "
WATKINS-UFORM-IMP-00531,Old Irish gono mil,old irish gono mil,Greek,latin-script,attested_or_cited_form,1,152,169,I slay the beast,form_plus_single_quote_gloss,,"ssion of the traditional culture of the Indo-Europeans themselves. The formula can be something big like a myth (Vedic ahann ahim 'he slew the serpent'], or transposed to a charm (Old Irish gono mil 'I slay the beast'); a component of a myt"
WATKINS-UFORM-IMP-00532,old present of the root *gʷhen-,old present of the root gwhen,Greek,latin-script,technical_reconstructed_or_phonological_form,1,387,404,"smite, slay",form_plus_single_quote_gloss,,"os, making them drop their holy ritual objects (ϑύσϑλα), (//. 6.134-5): Being beaten with a cattle whip by man-slaying Lukourgos. ```text The verb 'strike, beat' is the old present of the root *gʷhen- 'smite, slay'. It was semantically diff"
WATKINS-UFORM-IMP-00533,ὀλέσσηις,olesseis,Greek,greek,Greek_form,1,488,505,,unicode_greek_span,,"Odysseus kills. Sokos joins the fight, taunting Odysseus (430 ff.): Today you will either boast of having slain two such men (dual, τοιώδ᾽ ἄνδρε κατακτείνας), or you will perish (ὀλέσσηις) by my spear.' Odysseus replies (443-4), with a repe"
WATKINS-UFORM-IMP-00534,ὄλλυμι,ollumi,Greek,greek,Greek_form,1,362,379,,unicode_greek_span,,"murderous head. ``` ```text The presence of the epithet φόνιος with its root *gʷhen- associated with the SERPENT permits the deployment of a lexical substitute for 'kill' (ὄλλυμι). With this displacement the formula remains the same, the fa"
WATKINS-UFORM-IMP-00535,Olr. melg n-etha,olr. melg n-etha,Greek,latin-script,attested_or_cited_form,1,152,169,milk of grain,form_plus_single_quote_gloss,,. milsem cotalta coiblige 'copulation is the sweetest part of sleep'); a tabu (Greek = meksyami urdhvdh 'to urinate upright'); a kenning or other indexical figure (Olr. melg n-etha 'milk of grain' = cuirm 'ale'); or simply a marked designat
WATKINS-UFORM-IMP-00536,Olr. milsem cotalta coiblige,olr. milsem cotalta coiblige,Greek,latin-script,attested_or_cited_form,1,152,169,copulation is the sweetest part of sleep,form_plus_single_quote_gloss,,"edic ahann ahim 'he slew the serpent'], or transposed to a charm (Old Irish gono mil 'I slay the beast'); a component of a myth (Olr. teora ferba fira 'three milk cows'); a value (Olr. milsem cotalta coiblige 'copulation is the sweetest par"
WATKINS-UFORM-IMP-00537,Olr. teora ferba fira,olr. teora ferba fira,Greek,latin-script,attested_or_cited_form,1,152,169,three milk cows,form_plus_single_quote_gloss,,"es. The formula can be something big like a myth (Vedic ahann ahim 'he slew the serpent'], or transposed to a charm (Old Irish gono mil 'I slay the beast'); a component of a myth (Olr. teora ferba fira 'three milk cows'); a value (Olr. mils"
WATKINS-UFORM-IMP-00538,only cognate in Old Irish mil,only cognate in old irish mil,Greek,latin-script,attested_or_cited_form,1,520,537,"animal, beast",form_plus_single_quote_gloss,,"spade are te goghnam uta purasaghnam That weal be for the two-footed and the four-footed May your ox- and man-killing (weapon) be far away. ```text Greek μῆλον 'sheep' has its only cognate in Old Irish mil 'animal, beast', which would indic"
WATKINS-UFORM-IMP-00539,ὄφιν,ophin,Greek,greek,Greek_form,1,360,377,,unicode_greek_span,,"many examples note RV 6.20.2: ahim yad vrtran... harm... vf§nuna sacanah When you slew... the serpent Vrtra... accompanied by Vis.nu. On the verse see also chap. 42. 6. West's ὄφιν is cleverer than it is plausible, in view of the massive ev"
WATKINS-UFORM-IMP-00540,ὀφιώδεος ... Γοργόνος,ophiodeos ... gorgonos,Greek,greek,Greek_form,1,364,381,,unicode_greek_span,,"of Perseus slaying the Gorgon is the first myth we have that he narrated. And there in Greek is precisely our Vedic dhann dhim, down to the very word order. Combining the syntagms ὀφιώδεος ... Γοργόνος and ἔπεφνεν Γοργόνα we can restore the"
WATKINS-UFORM-IMP-00541,ὄφις,ophis,Greek,greek,Greek_form,2,364;462,381;479,snake,unicode_greek_span,,"EN 'struggling suffered', which calls attention to, indexes the narration of the theme. Pegasus is the offspring of the Gorgon, whose epithet is καρτερᾶς serpent-like. Recall that ὄφις 'snake' is the cognate of Vedic dhi- and Avestan azi-.  || `text Going down to Pytho you were met by a marvelous beast, the terrible serpent. ``` Vedic ahir budhnyah is Indo-European *ogʷhi- bhudh-. Greek Πυθώ and ὄφις, syntactically occupying sentence-initial and sentence-final position, respectiv"
WATKINS-UFORM-IMP-00542,ὄπις,opis,Greek,greek,Greek_form,1,407,424,,unicode_greek_span,,semantic identity a reciprocal relation in the atti- tude of gods toward men and vice-versa: ``` <!-- pdf-page: 424; printed-page: 407 --> GODS (θεῶν) ὄπις = (θεῶν) μῆνις MEN (θεῶν) μῆνιν ὀπίζεσθαι The latter formula is applied to Zeus Xein
WATKINS-UFORM-IMP-00543,ὠπίζετο μῆνιν,opizeto menin,Greek,greek,Greek_form,1,407,424,,unicode_greek_span,,"--> GODS (θεῶν) ὄπις = (θεῶν) μῆνις MEN (θεῶν) μῆνιν ὀπίζεσθαι The latter formula is applied to Zeus Xeinios, the protector of the rights of hospitality, in Od. 14.283-4 Διὸς δ' ὠπίζετο μῆνιν / ξεινίου 'he was mindful of the (potential) wra"
WATKINS-UFORM-IMP-00544,ὠπίζετο μῆνιν / ξεινίου,opizeto menin / xeiniou,Greek,greek,Greek_form,1,407,424,he was mindful of the (potential) wrath of Zeus Xeinios,form_plus_single_quote_gloss,,"--> GODS (θεῶν) ὄπις = (θεῶν) μῆνις MEN (θεῶν) μῆνιν ὀπίζεσθαι The latter formula is applied to Zeus Xeinios, the protector of the rights of hospitality, in Od. 14.283-4 Διὸς δ' ὠπίζετο μῆνιν / ξεινίου 'he was mindful of the (potential) wra"
WATKINS-UFORM-IMP-00545,ὡς ἔκτεινε,os ekteine,Greek,greek,Greek_form,1,498,515,,unicode_greek_span,,"as ""not killed'"": ``` ```text would scarcely acquit someone who had said he was a ""murderer"" (ἀνδροφόνον) on the grounds that the prosecutor deposed on oath that he had ""killed"" (ὡς ἔκτεινε) The law is read; and then the speaker requests fo"
WATKINS-UFORM-IMP-00546,ὅς μοι ἑταῖρον ἔπεφνε,os moi etairon epephne,Greek,greek,Greek_form,1,480,497,,unicode_greek_span,,"df-page: 497; printed-page: 480 --> ```text Near is the man who above all grieved me to the heart, who slew my honored comrade. ``` The formula ὅς μοι ἑταῖρον ἔπεφνε will be used—as though he had heard it—by Priam's son Lycaon begging Achil"
WATKINS-UFORM-IMP-00547,οὐάτεις,ouateis,Greek,greek,Greek_form,1,118,135,,unicode_greek_span,,"df-page: 135; printed-page: 118 --> Old Irish fath 'prophecy, prophetic wisdom' and Welsh gwawd 'poetry' (*uotu-) as well as the agentive faith 'prophet, seer' (*uot-i-), Gaulish οὐάτεις (nom. pl.) borrowed early into Latin as uates 'seer' "
WATKINS-UFORM-IMP-00548,οὐκέτ,ouket,Greek,greek,Greek_form,1,44,61,,unicode_greek_span,,"(Avestan aibiiāstā nōit anaibiiāstā) true and not false (Old Pers. hasiyam naiy duruxtam) Achaean women, not men (Greek Ἀχαιΐδες, οὐκέτ' Ἀχαιοί) The non-litotic has the structure Argument + Synonymous Argument: safe and sound (the English, "
WATKINS-UFORM-IMP-00549,our point of departure. Greek ἱμάσσω,our point of departure. greek imasso,Greek,mixed-greek-latin,Greek_form,1,454,471,lash,form_plus_single_quote_gloss,,yet unborn. It is the arbitrary link ἱμασσ----Τυφ. in all three versions (for it is explainable in two of them only by a gratuitous and discredited assumption) which must serve as our point of departure. Greek ἱμάσσω 'lash' is a denominativ
WATKINS-UFORM-IMP-00550,ουσα,ousa,Greek,greek,Greek_form,1,13,30,,unicode_greek_span,,"otype. Historically the first reconstruction in Indo-European studies, with precisely the declared aim of capturing the common prototype underlying the feminine participles Greek -ουσα and Indic -anti, had been made by August Schleicher onl"
WATKINS-UFORM-IMP-00551,Οὗτις,outis,Greek,greek,Greek_form,2,406,423,,unicode_greek_span,,"e other, the better to eat her intended human prey; she is the ultimate anti-guest. We are back in the cave of Poluphemos: just as the stranger Odysseus assumes the name of Noman (Οὗτις), so must the outlaw (utlagi) Grettir, legally a non-p || mos: just as the stranger Odysseus assumes the name of Noman (Οὗτις), so must the outlaw (utlagi) Grettir, legally a non-person, assume the name of Guest. The semantic identity of Οὗτις and gestr, as well as their common etymological origin"
WATKINS-UFORM-IMP-00552,παῖδες,paides,Greek,greek,Greek_form,1,410,427,,unicode_greek_span,,"n 11.558 ff. The Greek hero Ajax slowly giving ground before the Trojan onslaught is likened to 'a donkey, stubborn and hard to move, who goes into a cornfield in despite of boys (παῖδες), and many sticks have been broken upon him (ὧι δή πο"
WATKINS-UFORM-IMP-00553,παῖδες... νηπίαχοι,paides... nepiachoi,Greek,greek,Greek_form,1,410,427,,unicode_greek_span,,"ple (f) is in a simile in //. 16.259ff., where the Myrmidons pouring forth into battle with Patroklos are likened to a swarm of wasps that boys in their foolishness (παῖδες... νηπίαχοι) smite and goad into fury (ἐριδμαίνωσιν ἔϑοντες). Here "
WATKINS-UFORM-IMP-00554,παλαίφατος,palaiphatos,Greek,greek,Greek_form,1,161,178,,unicode_greek_span,,to hold converse with him. ``` Od. 19.163 (Penelope asks the disguised Odysseus for his lineage): For you are not from the proverbial tree or from rock. The adjective παλαίφατος identifies the whole phrase as already proverbial in Homer's t
WATKINS-UFORM-IMP-00555,παλαίτεροι ... εὗρον,palaiteroi ... euron,Greek,greek,Greek_form,1,369,386,,unicode_greek_span,,"thian 4 (463 B.C.) he makes explicit reference to the basic formula, the basic formulaic system which is far older than he. In the passable way (ὅδον ἁμαξιτόν) discovered of yore (παλαίτεροι ... εὗρον), the shortcut which Pindar knows (οἶμο"
WATKINS-UFORM-IMP-00556,πεῖραρ,peirar,Greek,greek,Greek_form,1,162,179,,unicode_greek_span,,"cle of 1974 (1975:327) Karl Hoffmann demonstrated the existence of a common Indo-European lexical item *per-ur, *per-uon-/-un un}~ in Vedic parur, parvan- 'joint', Greek πεῖραρ, πείρατα γαίης 'end(s) of the earth', Hittite peru(r),perun- 'r"
WATKINS-UFORM-IMP-00557,πείρατα γαίης,peirata gaies,Greek,greek,Greek_form,1,162,179,end(s) of the earth,unicode_greek_span,,"974 (1975:327) Karl Hoffmann demonstrated the existence of a common Indo-European lexical item *per-ur, *per-uon-/-un un}~ in Vedic parur, parvan- 'joint', Greek πεῖραρ, πείρατα γαίης 'end(s) of the earth', Hittite peru(r),perun- 'rock',8 a"
WATKINS-UFORM-IMP-00558,πεφν,pephn,Greek,greek,Greek_form,1,303,320,,unicode_greek_span,,"ancy. But it follows from a rigorous application of the comparative method as we know it. If it is once admitted that an Indo-European verb *gʷhen- is the common ancestor of Greek πεφν-, φον-, Vedic han-, Avestan jan-, Hittite kuen-, and Ge"
WATKINS-UFORM-IMP-00559,πεφνε,pephne,Greek,greek,Greek_form,1,301,318,,unicode_greek_span,,"ted in chap. 46, with note 12. 9. Note for the present the quasi-equations ('slew', 'slay') Vedic (d)han(n) = Avestan jan(at) = Hittite kuenta = Old Irish gono = Greek (ἔ)πεφνε(ν); ('slain') Greek -ϕατος = Vedic hatas = Pahlavi -zad; ('slay"
WATKINS-UFORM-IMP-00560,πέφνε δράκων,pephne drakon,Greek,greek,Greek_form,1,361,378,the dragon slew,unicode_greek_span,,"lso alone carry the full weight of the inherited formula. Aeschylus likens the Persian monarch to a murderous dragon: nominal φόνιος δράκων is the ""transformational"" equivalent of πέφνε δράκων 'the dragon slew' (Pers. 81-2): ```text In his "
WATKINS-UFORM-IMP-00561,πέφνειν,pephnein,Greek,greek,Greek_form,1,360,377,,unicode_greek_span,,"nied by Vis.nu. On the verse see also chap. 42. 6. West's ὄφιν is cleverer than it is plausible, in view of the massive evidence here and below that one kills a Greek dragon with πέφνειν. <!-- pdf-page: 378; printed-page: 361 --> Recall the"
WATKINS-UFORM-IMP-00562,πεφνέμεν,pephnemen,Greek,greek,Greek_form,8,372;375;471;472;480;489;493,389;392;488;489;497;506;510,,unicode_greek_span,,"itial and verse-final focus position. Underlyingly the pattern is the same, save that the case marking has been switched: Bacchylides furnishes another good example of the use of πεφνέμεν in the basic formula when a dragon or other fabulous || e-initial position earlier in line 31: the phenomenon of semantic spreading of the features of the first verb (πέφνεν) to the second (κτεῖνα). Note that both are unaugmented. That πεφνέμεν was long tradi- tional in narrating the slaying of  || God to hero: The formulaic network in Greek <!-- pdf-page: 488; printed-page: 471 --> ```text From god to hero: The formulaic network in Greek ``` The verb πεφνέμεν in Greek, which we discussed at length in chap. 36 and following, is of cou"
WATKINS-UFORM-IMP-00563,πέφνεν,pephnen,Greek,greek,Greek_form,4,367;375;376,384;392;393,,unicode_greek_span,,"n. It is the inexorable logic of the basic formula that Memnon once identified as 'manslaying' (ἐναρίμβροτος) for the killing of Antilokhos must then be slain with the same root (πέφνεν) in the formulaic reciprocal, the ""slayer slain"" (chap || in RV 1.32.1.l In the Greek the verb is the unmarked, and the word order is like- wise unmarked. But in the context we may view that verb here as a resumption of the marked lexeme πέφνεν in marked clause-initial position earlier in line 31: || verb here as a resumption of the marked lexeme πέφνεν in marked clause-initial position earlier in line 31: the phenomenon of semantic spreading of the features of the first verb (πέφνεν) to the second (κτεῖνα). Note that both are unaugment"
WATKINS-UFORM-IMP-00564,πέφνον λαὸν ἄριστον,pephnon laon ariston,Greek,greek,Greek_form,1,484,501,,unicode_greek_span,,"ng SLAY and BEST is also put in the mouth of Achilles, speaking to Odysseus in the underworld: 11.499-500 'I am not such as I was, when in broad Troy I slew the best of the host', πέφνον λαὸν ἄριστον. It is a part of the formulaic definitio"
WATKINS-UFORM-IMP-00565,perfect,perfect,Greek,latin-script,attested_or_cited_form,1,83,100,"trust in, rely on",form_plus_single_quote_gloss,,"their) words'. Hamp is surely right in suggesting that here is used pregnantly in the contractual sense of the root *bheidh-, in the Greek middle 'comply with, obey', perfect 'trust in, rely on'. But equally pregnant here is the use of, for"
WATKINS-UFORM-IMP-00566,Perhaps a reference to the epithet,perhaps a reference to the epithet,Greek,latin-script,attested_or_cited_form,1,385,402,strong,form_plus_single_quote_gloss,,""" and - (and Greek - ) as ""event agent noun"". He follows Levin and Rappaport 1988:1067-83 on the similar values of English -er, as well as Benveniste 1948. 6. Perhaps a reference to the epithet 'strong', at //. 6.130. ``` <!-- pdf-page: 403"
WATKINS-UFORM-IMP-00567,πέζις,pezis,Greek,greek,Greek_form,1,5,22,,unicode_greek_span,,"he p and the d of the Greek stem pod'foot' will correspond to the f and t of English foot. That these rules work is demonstrated by the comparison and equation of Greek pezd-(is) (πέζις) with its English translation and cognate (bull)fist, "
WATKINS-UFORM-IMP-00568,φασγάνωι,phasganoi,Greek,greek,Greek_form,2,495,512,,unicode_greek_span,,"of my unholy father. ``` ```text SLAY (φον-) in both is reinforced by a near-synonym (κτεν-, ὀλ-), and both share the monstrous father as agent. But the WEAPON of the first (φασγάνωι), with its sound sequence phasg-, has resurfaced in the s || h its sound sequence phasg-, has resurfaced in the second in the sequence sphag-, a nominal form of the verb σφάζω 'slaughter' which is an equivalent of *gʷhen- SLAY. Both phasg- (φασγάνωι) and sphag- (σφαγαῖσιν) are in the ""marginal"" dativ"
WATKINS-UFORM-IMP-00569,φατος,phatos,Greek,greek,Greek_form,1,504,521,crushed by the mill,unicode_greek_span,,"n masses, slain. ``` <!-- pdf-page: 521; printed-page: 504 --> These collocations support the derivation of πρόσφατος from *gʷhṇ-to-, whatever the precise force of προσ-.7 Greek -φατος from *gʷhṇ-tó-, as in Hom. μυλήφατος 'crushed by the mi"
WATKINS-UFORM-IMP-00570,φερέοικος,phereoikos,Greek,greek,Greek_form,1,45,62,,unicode_greek_span,,"(Old English hron-rad) ``` dog of the river (fish) (Hittite ÍD-aš UR.ZÍR) house carrier (snail) (Greek φερέοικος) ```text whose shoulders are (Vedic vyamsa, Schmidt 1964) apart (cobra) ``` Probably of Indo-European antiquity are: ```text sh"
WATKINS-UFORM-IMP-00571,φον,phon,Greek,greek,Greek_form,6,303;489;493;495,320;506;510;512,,unicode_greek_span,,"ut it follows from a rigorous application of the comparative method as we know it. If it is once admitted that an Indo-European verb *gʷhen- is the common ancestor of Greek πεφν-, φον-, Vedic han-, Avestan jan-, Hittite kuen-, and Germanic  || ent in temple is a murderer of those who were killed at that time... ``` ```text Here the noun is a derived agent noun. The use of the periphrastic 'be death (φον-) for someone, be a murderer (φον-) of someone, prepare death (φον-) for some || se who were killed at that time... ``` ```text Here the noun is a derived agent noun. The use of the periphrastic 'be death (φον-) for someone, be a murderer (φον-) of someone, prepare death (φον-) for someone' has a clear advantage over th"
WATKINS-UFORM-IMP-00572,φονεύω,phoneuo,Greek,greek,Greek_form,1,495,512,,unicode_greek_span,,"Both phasg- (φασγάνωι) and sphag- (σφαγαῖσιν) are in the ""marginal"" dative case, without preposition, and each is verse-line initial.4 The linking of both words to the verb φονεύω can be paralleled elsewhere in Euripides. Note Here. 319-20 "
WATKINS-UFORM-IMP-00573,φονίαισι φάτναις,phoniaisi phatnais,Greek,greek,Greek_form,1,493,510,,unicode_greek_span,,"a nominal derivative of *gʷhen- in φον- as an auxiliary epithet of the MONSTER (πολύφονον κύνα), the WEAPON (τόξοις φόνιοις), or some other element in the message (ϑηροφόνον ϑεάν, φονίαισι φάτναις). We observe exactly the same in Euripides'"
