pdf_page	printed_page	page_anchor	line_no_in_extracted_page_text	source_candidate_pdf_text	normalized_candidate_pass5	normalized_candidate_pass6	lookup_candidate_pass6	confidence	confidence_pass6	repair_actions_pass6	issue_bucket_pass6	flags	context_line_pdf_text	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	issue_bucket_pass7	repair_actions_pass7	greek_nonlatin_class_pass7	pass7_note
91	13	pdf-page-091	2	*bbijdb..oj-.	*bʰijdʰ..oj-	*bʰijdʰ..oi̯-	*bʰijdʰ..oi̯-	medium	medium-repaired	trimmed_terminal_period;mechanical_character_repair		aspirated_b;aspirated_d	Nomen rei actae *bbidb..ij-, vI. intern deriviert aus amphidynamischem Nact. *bbijdb..oj-.	*bʰijdʰ..oi̯-	*bʰijdʰ..oi̯-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	3	*-ehrStamm	*-ehrā́tamm	*-ehrStamm	*-ehrStamm	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	Für lides wird andererseits *-ehrStamm erwogen, vgl. PEDERSEN 1926, 76f., BEEKES 1995,	*-ehrStamm	*-ehrStamm	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	6	*kred-dbehrs	*kred-dʰehrs	*kred-dʰehrs	*kred-dʰehrs	medium	medium-repaired	mechanical_character_repair		aspirated_d	Stammes bei diesem Etymon annimmt (nach *kred-dbehrs > *cr&Jes, bedeutungsnah etwa	*kred-dʰehrs	*kred-dʰehrs	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	6	*cr&Jes	*cr&Jes	*cr&Jes	*cr&Jes	source-layer	source-layer				Stammes bei diesem Etymon annimmt (nach *kred-dbehrs > *cr&Jes, bedeutungsnah etwa	*cr&Jes	*cr&Jes	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	9	*q>~	*q>~	*q>~	*q>~	low	low		still_unresolved		3 Statt *q>~ (ebs.lt\OtO; etc.); zum möglichen Beleg Hes. Op. 372 s. UgrE S.v.	*q>~	*q>~	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	10	*-tihr	*-tihr	*-tihr	*-tihr	source-layer	source-layer				4 Nach PETERS 1980, 141 Fn.94 vI. mit einem Sx. *-tihr gebildet; lautlich käme etwa auch	*-tihr	*-tihr	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	11	*bbejdb-s-ahr	*bʰejdʰ-s-ahr	*bʰei̯dʰ-s-ahr	*bʰei̯dʰ-s-ahr	medium	medium-repaired	mechanical_character_repair		aspirated_b;aspirated_d	*bbejdb-s-ahr in Frage, was aber wieder morphologisch unklar bleibt (zum gr. 5oSt. s. Anm.5).	*bʰei̯dʰ-s-ahr	*bʰei̯dʰ-s-ahr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	17	"*b""ojdb..es-"	"*b""ojdʰ..es-"	"*b""oi̯dʰ..es-"	"*b""oi̯dʰ..es-"	medium	medium-repaired	mechanical_character_repair		aspirated_d	"Stamm *b""ojdb..es- mit Vokalismus von *b""ojdb..8hr (s.u.) im Alb. vor; alb. bese f. 'Treue,"	"*b""oi̯dʰ..es-"	"*b""oi̯dʰ..es-"	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	17	"*b""ojdb..8hr"	"*b""ojdʰ..8hr"	"*b""oi̯dʰ..8hr"	"*b""oi̯dʰ..8hr"	low	low	mechanical_character_repair	still_unresolved	aspirated_d	"Stamm *b""ojdb..es- mit Vokalismus von *b""ojdb..8hr (s.u.) im Alb. vor; alb. bese f. 'Treue,"	"*b""oi̯dʰ..8hr"	"*b""oi̯dʰ..8hr"	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	18	"*b""ojdb..s-ahr"	"*b""ojdʰ..s-ahr"	"*b""oi̯dʰ..s-ahr"	"*b""oi̯dʰ..s-ahr"	medium	medium-repaired	mechanical_character_repair		aspirated_d	"Glaube' ließe sich auf dieser Basis aus *b""ojdb..s-ahr (statt *bbejdb-s-ahr ) verstehen; vgl. zu"	"*b""oi̯dʰ..s-ahr"	"*b""oi̯dʰ..s-ahr"	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	18	*bbejdb-s-ahr	*bʰejdʰ-s-ahr	*bʰei̯dʰ-s-ahr	*bʰei̯dʰ-s-ahr	medium	medium-repaired	mechanical_character_repair		aspirated_b;aspirated_d	"Glaube' ließe sich auf dieser Basis aus *b""ojdb..s-ahr (statt *bbejdb-s-ahr ) verstehen; vgl. zu"	*bʰei̯dʰ-s-ahr	*bʰei̯dʰ-s-ahr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	19	*bbidb..tahr	*bʰidʰ..tahr	*bʰidʰ..tahr	*bʰidʰ..tahr	medium	medium-repaired	mechanical_character_repair		aspirated_b;aspirated_d	beseferner DEMIRAJ 96, der die alternativ vorgeschlagene Herleitung aus *bbidb..tahr gleich-	*bʰidʰ..tahr	*bʰidʰ..tahr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	23	"*b""ojdb..6-"	"*b""ojdʰ..ó-"	"*b""oi̯dʰ..6-"	"*b""oi̯dʰ..6-"	low	medium-repaired	mechanical_character_repair		aspirated_d;vowel_accent_surrogate_low_confidence	"BUmbildung aus *b""ojdb..6- mit Vokalismus von fidere und Homonymievermeidung gegenüber"	"*b""oi̯dʰ..6-"	"*b""oi̯dʰ..6-"	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	28	*bbejdb..).	*bʰejdʰ..)	*bʰei̯dʰ..)	*bʰei̯dʰ..	medium	medium-repaired	trimmed_terminal_period;mechanical_character_repair		aspirated_b;aspirated_d	aus dem Germ. entlehnt (nach LIV Kaus. zu *bbejdb..). Nach LIV 68 Fn.1 ist bCda eher mit lit.	*bʰei̯dʰ..)	*bʰei̯dʰ..	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	29	*bbeh/db..'bedrängen'	*bʰeh/dʰ..'bedrängen'	*bʰeh/dʰ..’bedrängen’	*bʰeh/dʰ..’bedrängen’	medium	low-greek-or-nonlatin-surrogate	normalized_quote_noise;mechanical_character_repair;greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved	aspirated_b;aspirated_d	bedti 'Not, Kummer' zu *bbeh/db..'bedrängen' zu stellen.	*bbeh/db	*bbeh/db	filtered-noise-fragment	greek_unresolved;still_unresolved;candidate_boundary_noise	trimmed_obvious_nonlexical_tail_for_lookup;marked_candidate_boundary_noise	candidate-boundary-noise-with-nonlatin	Candidate includes source prose or gloss captured as part of a form; lookup trimmed only where mechanically obvious.
91	13	pdf-page-091	30	*bbejdb-oj-)	*bʰejdʰ-oj-)	*bʰei̯dʰ-oi̯-)	*bʰei̯dʰ-oi̯-	medium	medium-repaired	mechanical_character_repair		aspirated_b;aspirated_d	10 Zweifel bei DEMIRAJ 94, der vielmehr mit urspr. i-Stamm (s.o. *bbejdb-oj-) rechnet.	*bʰei̯dʰ-oi̯-)	*bʰei̯dʰ-oi̯-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	33	*fistus	*fistus	*fistus	*fistus	source-layer	source-layer				13 Statt *fistus, *fissus (vgl. fissus zu lindere sub *bbejd-).	*fistus	*fistus	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	33	*fissus	*fissus	*fissus	*fissus	source-layer	source-layer				13 Statt *fistus, *fissus (vgl. fissus zu lindere sub *bbejd-).	*fissus	*fissus	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	33	*bbejd-).	*bʰejd-)	*bʰei̯d-)	*bʰei̯d-	medium	medium-repaired	trimmed_terminal_period;mechanical_character_repair		aspirated_b	13 Statt *fistus, *fissus (vgl. fissus zu lindere sub *bbejd-).	*bʰei̯d-)	*bʰei̯d-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	35	"*bbeng""-"	*bʰengʷ-	*bʰengʷ-	*bʰengʷ-	medium	medium-repaired	mechanical_character_repair		aspirated_b;labiovelar_g	"*bbeng""- 'dicht, fest machen')"	*bʰengʷ-	*bʰengʷ-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	37	"?*bh-!1g""-e/on-m."	?*bh-!1gʷ-e/on-m	?*bh-!1gʷ-e/on-m	*bh-!1gʷ-e/on-m	low	filtered-noise-fragment	trimmed_terminal_period;mechanical_character_repair;probable_candidate_boundary_noise	candidate_boundary_noise	labiovelar_g	"? *bh-!1g""-e/on-m."	?*bh-!1gʷ-e/on-m	*bh-!1gʷ-e/on-m	filtered-noise-fragment	candidate_boundary_noise	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
91	13	pdf-page-091	39	*b	*b	*b	*b	source-layer	source-layer				*b h-!1gb..u.3	*b	*b	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	2	?*bbengh-u-7	?*bʰengh-u-7	?*bʰengh-u	*bʰengh-u	low	medium-repaired	stripped_terminal_footnote_digits;mechanical_character_repair	footnote_digits	aspirated_b	? *bbengh-u-7	?*bʰengh-u	*bʰengh-u	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	3	?*bh.pgh..u-Itn-	?*bh.pgh..u-Itn-	?*bh.pgh..u-Itn-	*bh.pgh..u-Itn-	source-layer	source-layer				? *bh.pgh..u-Itn-	?*bh.pgh..u-Itn-	*bh.pgh..u-Itn-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	4	*bb.pgh..u_J6_9	*bʰ.pgh..u_Jó_9	*bʰ.pgh..u_J6	*bʰ.pgh..u_J6	low	medium-repaired	stripped_terminal_footnote_digits;mechanical_character_repair	footnote_digits	aspirated_b;vowel_accent_surrogate_low_confidence	*bb.pgh..u_J6_9	*bʰ.pgh..u_J6	*bʰ.pgh..u_J6	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	5	?*bb.pgh..et_15	?*bʰ.pgh..et_1ḗ	?*bʰ.pgh..et	*bʰ.pgh..et	low	medium-repaired	stripped_terminal_footnote_digits;mechanical_character_repair	footnote_digits	aspirated_b;vowel_accent_surrogate_low_confidence	? *bb.pgh..et_15	?*bʰ.pgh..et	*bʰ.pgh..et	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	10	*bbgg1J..u-tab2t-	*bʰgg1J..u-tab2t-	*bʰggʰ..u-tab2t-	*bʰggʰ..u-tab2t-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bbgg1J..u-tab2t-	*bʰggʰ..u-tab2t-	*bʰggʰ..u-tab2t-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	11	*bbengb-nu-	*bʰengʰ-nu-	*bʰengʰ-nu-	*bʰengʰ-nu-	medium	medium-repaired	mechanical_character_repair		aspirated_b;aspirated_g	*bbengb-nu- m.	*bʰengʰ-nu-	*bʰengʰ-nu-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	38	*pejH-	*pejH-	*pei̯H-	*pei̯H-	source-layer	medium-repaired	mechanical_character_repair			Annahme, daß p- durch Kreuzung mit einem Etymon der Sippe gr. lttap n. 'Fett' (1 *pejH-,	*pei̯H-	*pei̯H-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	42	*bbOng1J..u-	*bʰOng1J..u-	*bʰOngʰ..u-	*bʰOngʰ..u-	medium	medium-repaired	mechanical_character_repair		aspirated_b	a-an-ku- wird o-Stufe *bbOng1J..u- neben • bbpgb..iu- in Betracht gezogen, vgI. RIEKEN 1999,	*bʰOngʰ..u-	*bʰOngʰ..u-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	49	*bbpgb_tfl!-	*bʰpgʰ_tfl!-	*bʰpgʰ_tfl!-	*bʰpgʰ_tfl!-	low	low	mechanical_character_repair	still_unresolved	aspirated_b;aspirated_g	deuten. Somit wäre ein ablautendes Paradigma • bb6ngh..u-/ *bbpgb_tfl!- möglich, neben dem	*bʰpgʰ_tfl!-	*bʰpgʰ_tfl!-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
92	14	pdf-page-092	50	*bbOng1J..u-in	*bʰOng1J..u-in	*bʰOngʰ..u-in	*bʰOngʰ..u-in	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bbOng1J..u-in heth. pänku-vermutet wird, s.o. AnmA.	*bʰOngʰ..u-in	*bʰOngʰ..u-in	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	2	*-b~r-t-/*	*-b~r-t-/*	*-b~r-t-/*	*-b~r-t-/*	low	low		still_unresolved		*-b~r-t-/* -bbr-t-	*-b~r-t-/*	*-b~r-t-/*	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	3	*(_)bbr-t-	*(_)bʰr-t-	*(_)bʰr-t-	*(_)bʰr-t-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*(_)bbr-t-	*(_)bʰr-t-	*(_)bʰr-t-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	4	*-bbcr-on-	*-bʰcr-on-	*-bʰcr-on-	*-bʰcr-on-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*-bbcr-on-	*-bʰcr-on-	*-bʰcr-on-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	5	*(-)bbir-men-26	*(-)bʰir-men-2ó	*(-)bʰir-men	*(-)bʰir-men	low	medium-repaired	stripped_terminal_footnote_digits;mechanical_character_repair	footnote_digits	aspirated_b;vowel_accent_surrogate_low_confidence	*(-)bbir-men-26	*(-)bʰir-men	*(-)bʰir-men	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	6	*(-)bbir-men-to-	*(-)bʰir-men-to-	*(-)bʰir-men-to-	*(-)bʰir-men-to-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*(-)bbir-men-to-	*(-)bʰir-men-to-	*(-)bʰir-men-to-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	7	*bJJer-men-	*bJJer-men-	*bJJer-men-	*bJJer-men-	low	low		still_unresolved		*bJJer-men-	*bJJer-men-	*bJJer-men-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	8	*bbcr-melon-	*bʰcr-melon-	*bʰcr-melon-	*bʰcr-melon-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bbcr-melon-	*bʰcr-melon-	*bʰcr-melon-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	9	*b1Jer-ter-	*b1Jer-ter-	*bʰer-ter-	*bʰer-ter-	source-layer	medium-repaired	mechanical_character_repair			*b1Jer-ter-	*bʰer-ter-	*bʰer-ter-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	10	*bbcr-tr-ihr31	*bʰcr-tr-ihr31	*bʰcr-tr-ihr	*bʰcr-tr-ihr	medium	medium-repaired	stripped_terminal_footnote_digits;mechanical_character_repair	footnote_digits	aspirated_b	*bbcr-tr-ihr31	*bʰcr-tr-ihr	*bʰcr-tr-ihr	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	11	*(-)bbir-tor-	*(-)bʰir-tor-	*(-)bʰir-tor-	*(-)bʰir-tor-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*(-)bbir-tor-	*(-)bʰir-tor-	*(-)bʰir-tor-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	12	*-bbcr-i-	*-bʰcr-i-	*-bʰcr-i-	*-bʰcr-i-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*-bbcr-i-	*-bʰcr-i-	*-bʰcr-i-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	13	*(_)bbr-ti-	*(_)bʰr-ti-	*(_)bʰr-ti-	*(_)bʰr-ti-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*(_)bbr-ti-	*(_)bʰr-ti-	*(_)bʰr-ti-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	14	*bbcr-	*bʰcr-	*bʰcr-	*bʰcr-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bbcr-	*bʰcr-	*bʰcr-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	23	*aibra-	*aibra-	*aibra-	*aibra-	source-layer	source-layer				germ. *aibra- in ae. älor'rauh, wild' (Person, Angrift), ahd.	*aibra-	*aibra-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	34	*-beTOn})	*-beTOn})	*-beTOn})	*-beTOn}	low	low		still_unresolved		germ. *-beTOn}) m. in afr. walebera 'Pilger',24 ahd. agabero	*-beTOn})	*-beTOn}	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
94	16	pdf-page-094	43	*herman-	*herman-	*herman-	*herman-	source-layer	source-layer				?germ. *herman- m. 'Hefe' in ae. beorm(a), mnd. herol°	*herman-	*herman-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	4	*-bbelor-nes-49	*-bʰelor-nes-49	*-bʰelor-nes	*-bʰelor-nes	low	medium-repaired	stripped_terminal_footnote_digits;mechanical_character_repair	footnote_digits	aspirated_b	*-bbelor-nes-49	*-bʰelor-nes	*-bʰelor-nes	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	5	*bber-isth	*bʰer-isth	*bʰer-isth	*bʰer-isth	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bber-isth;zO-	*bʰer-isth	*bʰer-isth	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	7	*bber-pt-ihr	*bʰer-pt-ihr	*bʰer-pt-ihr	*bʰer-pt-ihr	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bber-pt-ihr	*bʰer-pt-ihr	*bʰer-pt-ihr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	8	*(-)bber-o-	*(-)bʰer-o-	*(-)bʰer-o-	*(-)bʰer-o-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*(-)bber-o-	*(-)bʰer-o-	*(-)bʰer-o-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	9	*bJJer-ahr	*bJJer-ahr	*bJJer-ahr	*bJJer-ahr	low	low		still_unresolved		*bJJer-ahr	*bJJer-ahr	*bJJer-ahr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	14	*burdi-	*burdi-	*burdi-	*burdi-	source-layer	source-layer				germ. *burdi- in ae. b)Td'Geburt, Abstammung; Natur, Art;	*burdi-	*burdi-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	16	*-burdi-f.	*-burdi-f	*-burdi-f	*-burdi-f	source-layer	medium-repaired	trimmed_terminal_period			germ. *-burdi-f. i'Geburt, Abstammung' in ae. gebyrd, aso	*-burdi-f	*-burdi-f	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	19	*-burjJi-f.	*-burjJi-f	*-burjJi-f	*-burjJi-f	source-layer	medium-repaired	trimmed_terminal_period			germ. *-burjJi-f. i in got. gabaurjJs 'Geburt, Abstammung,	*-burjJi-f	*-burjJi-f	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	23	*foItu-	*foItu-	*foItu-	*foItu-	source-layer	source-layer				[Iat. *foItu- in Fortüna GN, 'Zufall, Geschick; Glück, Unglück'	*foItu-	*foItu-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	34	*beripa-	*beripa-	*beripa-	*beripa-	source-layer	source-layer				?[germ. *beripa- in ahd. biridm. oder n.a 'Mutterschoß,51	*beripa-	*beripa-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	43	*komberos	*komberos	*komberos	*komberos	source-layer	source-layer				?gall. *komberos 'Zusammengetragenes,57	*komberos	*komberos	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	45	*_bera_59	*_bera_ḗ9	*_bera	*_bera	low	medium-repaired	stripped_terminal_footnote_digits	footnote_digits	vowel_accent_surrogate_low_confidence	germ. *_bera_59 in ahd. -ber in kindbera f. 'gebärend', un-, um-	*_bera	*_bera	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
95	17	pdf-page-095	47	*b~rö-	*b~rö-	*b~rö-	*b~rö-	low	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		germ. *b~rö- f. '(Toten)Bahre, Sänfte' in ahd. bära, ae. b~r, aso	*b~rö-	*b~rö-	low-greek-or-nonlatin-surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	kept_unresolved_opaque_script_surrogate	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.
96	18	pdf-page-096	2	*(-)bbor-o-	*(-)bʰor-o-	*(-)bʰor-o-	*(-)bʰor-o-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*(-)bbor-o-	*(-)bʰor-o-	*(-)bʰor-o-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	3	*-bbor-olahz-	*-bʰor-olah₂-	*-bʰor-olah₂-	*-bʰor-olah₂-	medium	medium-repaired	mechanical_character_repair		aspirated_b;laryngeal_h2_surrogate	*-bbor-olahz-	*-bʰor-olah₂-	*-bʰor-olah₂-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	4	*bbor-ahz-	*bʰor-ah₂-	*bʰor-ah₂-	*bʰor-ah₂-	medium	medium-repaired	mechanical_character_repair		aspirated_b;laryngeal_h2_surrogate	*bbor-ahz-	*bʰor-ah₂-	*bʰor-ah₂-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	5	*bbor-o-	*bʰor-o-	*bʰor-o-	*bʰor-o-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bbor-o-	*bʰor-o-	*bʰor-o-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	6	*-bbor-(i)jer	*-bʰor-(i)jer	*-bʰor-(i)jer	*-bʰor-(i)jer	medium	medium-repaired	mechanical_character_repair		aspirated_b	*-bbor-(i)jer	*-bʰor-(i)jer	*-bʰor-(i)jer	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	7	*bbor-moJ7	*bʰor-moJ7	*bʰor-moJ	*bʰor-moJ	low	medium-repaired	stripped_terminal_footnote_digit;mechanical_character_repair	footnote_digits	aspirated_b	*bbor-moJ7	*bʰor-moJ	*bʰor-moJ	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	8	*-bbr-noßI	*-bʰr-noßI	*-bʰr-noßI	*-bʰr-noßI	medium	low-greek-or-nonlatin-surrogate	mechanical_character_repair;greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved	aspirated_b	*-bbr-noßI	*-bʰr-noßI	*-bʰr-noßI	low-greek-or-nonlatin-surrogate	greek_unresolved;still_unresolved;nonlatin_still_unresolved	kept_unresolved_nonlatin_other	nonlatin-unresolved-other	No safe mechanical repair rule applied.
96	18	pdf-page-096	9	*bber-ner	*bʰer-ner	*bʰer-ner	*bʰer-ner	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bber-ner	*bʰer-ner	*bʰer-ner	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	10	*bber-nahz-	*bʰer-nah₂-	*bʰer-nah₂-	*bʰer-nah₂-	medium	medium-repaired	mechanical_character_repair		aspirated_b;laryngeal_h2_surrogate	*bber-nahz-	*bʰer-nah₂-	*bʰer-nah₂-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	11	?*bbr-io-	?*bʰr-io-	?*bʰr-io-	*bʰr-io-	medium	medium-repaired	mechanical_character_repair		aspirated_b	?*bbr-io-	?*bʰr-io-	*bʰr-io-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	12	*(-)bbcr-(i)jo-'lfJ	*(-)bʰcr-(i)jo-'lfJ	*(-)bʰcr-(i)jo-	*(-)bʰcr-(i)jo-	medium	medium-repaired	stripped_embedded_gloss;mechanical_character_repair		aspirated_b	*(-)bbcr-(i)jo-'lfJ	*(-)bʰcr-(i)jo-	*(-)bʰcr-(i)jo-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	13	*bbcr-(i)jahz-	*bʰcr-(i)jah₂-	*bʰcr-(i)jah₂-	*bʰcr-(i)jah₂-	medium	medium-repaired	mechanical_character_repair		aspirated_b;laryngeal_h2_surrogate	*bbcr-(i)jahz-	*bʰcr-(i)jah₂-	*bʰcr-(i)jah₂-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	14	?*bbr-llD-	?*bʰr-llD-	?*bʰr-llD-	*bʰr-llD-	medium	medium-repaired	mechanical_character_repair		aspirated_b	?*bbr-llD-	?*bʰr-llD-	*bʰr-llD-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	15	*bber-	*bʰer-	*bʰer-	*bʰer-	medium	medium-repaired	mechanical_character_repair		aspirated_b	*bber-	*bʰer-	*bʰer-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
96	18	pdf-page-096	31	*-bara]1	*-bara]1	*-bara]1	*-bara]1	low	source-layer				germ. *-bara]1 n. in ahd. einbar'Eimer, situla, urna,	*-bara]1	*-bara]1	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
