pdf_page	printed_page	page_anchor	source_candidate_pdf_text	normalized_candidate_pass6	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	repair_actions_pass7	issue_bucket_pass7	greek_nonlatin_class_pass7	pass7_note	context_line_pdf_text
267	189	pdf-page-267	"*!("")üin"	"*!("")üin"	"*!("")ūin"	"*!("")ūin"	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"[germ. *!("")öin ahd. chuo, as. kö'Kuh', germ. *!("")üin an. kfr,"
268	190	pdf-page-268	"*g""OIl-kahr"	*gʷOIl-kahr	*gʷOIl-kahr	*gʷOIl-kahr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"*g""OIl-kahr"
268	190	pdf-page-268	"*-g""OIl-tahr"	*-gʷOIl-tahr	*-gʷOIl-tahr	*-gʷOIl-tahr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"*-g""OIl-tahr"
268	190	pdf-page-268	"*g""OIl-"	*gʷOIl-	*gʷOIl-	*gʷOIl-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"J Ein2elsprachliche Fortset2er führen zunächst auf den Ansat2 *g""OIl-, was strukturell als Wz.-"
269	191	pdf-page-269	"*g""h:rOp-ejwürde"	*gʷʰ:rOp-ei̯würde	*gʷʰ:rōp-ei̯wūrde	*gʷʰ:rōp-ei̯wūrde	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"liegt; ein Ansatz wie DSg. *g""h:rOp-ejwürde somit ved. gBve (inklusive g-) unmittelbar er-"
269	191	pdf-page-269	"*g""epä"	*gʷepä	*gʷepā	*gʷepā	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"wawa- und Uw,j- vielmehr von vormaligen Kollektivbildungen *g""epä bzw. *gupAauszugehen."
269	191	pdf-page-269	"*g""öys."	*gʷöys	*gʷōys	*gʷōys	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"GUD-us: *g""öys."
270	192	pdf-page-270	*bü-bulcus	*bü-bulcus	*bü-bulcus	*bü-bulcus	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	bildung von *bü-bulcus nach sübulcus 'Schweinhirt' gerechnet, nicht mit Kompositionsform
270	192	pdf-page-270	"*g""öm>"	*gʷöm>	*gʷöm>	*gʷöm>	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"Der ASg. *g""öm> kelt. *bä(m) wird in air. imbBrach 'morgen früh, am nächsten Morgen',"
270	192	pdf-page-270	*bä(m)	*bä(m)	*bā(m)	*bā(m	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"Der ASg. *g""öm> kelt. *bä(m) wird in air. imbBrach 'morgen früh, am nächsten Morgen',"
270	192	pdf-page-270	*gOöm-	*gOöm-	*gōōm-	*gōōm-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	gestützt wird, setzt voraus, daß *gOöm- als VG so alt ist, daß es den mutmaßlich urkeltischen
270	192	pdf-page-270	*ä	*ä	*ā	*ā	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Wandel *{} > *ä in nicht-letzten Silben mit vollzogen hat.
270	192	pdf-page-270	*boukkä	*boukkä	*boukkā	*boukkā	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"12 Im Brit. gewöhnlich durch akymr. akorn. buch, mkymr. bUlVch f. 'Kuh' < *boukkä (s.u.) ""er-"
270	192	pdf-page-270	"*g""ö-"	*gʷö-	*gʷō-	*gʷō-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"Akkusativform *g""ö- (> kelt. *bü-) und *-l!- aus anderen Paradigrnastellen aufgefaßt werden"
270	192	pdf-page-270	*bü-)	*bü-)	*bū-)	*bū-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"Akkusativform *g""ö- (> kelt. *bü-) und *-l!- aus anderen Paradigrnastellen aufgefaßt werden"
271	193	pdf-page-271	*k(jö	*k(jö	*k(jō	*k(jō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	*k(jö, das mit Verlust der Labialisierung den ö-Vokalismus des uridg. Akkusativs verallge-
271	193	pdf-page-271	*kü	*kü	*kū	*kū	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	meinert haben kann, steht *kü, dessen *ü sich nicht eindeutig aus dem vermuteten grund-
271	193	pdf-page-271	*ü	*ü	*ū	*ū	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	meinert haben kann, steht *kü, dessen *ü sich nicht eindeutig aus dem vermuteten grund-
271	193	pdf-page-271	"*g""ölls"	*gʷölls	*gʷōlls	*gʷōlls	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"ParadigmasteIlen, z.B. NSg. *g""ölls > •kü-z (neben *kö- aus dem Akk. s.o.), andererseits mit"
271	193	pdf-page-271	*kö-	*kö-	*kō-	*kō-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"ParadigmasteIlen, z.B. NSg. *g""ölls > •kü-z (neben *kö- aus dem Akk. s.o.), andererseits mit"
271	193	pdf-page-271	*sü-	*sü-	*sū-	*sū-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"einem charakterisierten Femininum *g""u-hr oder mit Analogie nach germ. *sü- 'Sau' (vgl."
271	193	pdf-page-271	*kü	*kü	*kū	*kū	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	hier sub 1. *suB-). Nach SCHRUVER in Prehist. Europe (2003), 201ft., 203 ist *kü lautgesetz-
271	193	pdf-page-271	"*g""OIl-lIfScn"	*gʷOIl-lIfScn	*gʷOIl-lIfScn	*gʷOIl-lIfScn	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"16 S. DTB 189, THED 115; zu ka~ ka~ < *g""OIl-lIfScn - 'Rindermännchen' vgl. ungefähr"
272	194	pdf-page-272	"*g""Öl!-ro-"	*gʷÖl!-ro-	*gʷōl!-ro-	*gʷōl!-ro-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"ließen sich theoretisch auf eine gemeinsame Vorform *g""Öl!-ro- (bzw. *g""Ol!-ro-, wovon"
273	195	pdf-page-273	*g~rd-u-tahß-	*g~rd-u-tahß-	*g~rd-u-tahß-	*g~rd-u-tahß-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*g~rd-u-tahß-
276	198	pdf-page-276	"(*g""bör-o-"	(*gʷʰör-o-	(*gʷʰōr-o-	*gʷʰōr-o-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"gara 'Scheit' (*g""bör-o-, -abr ), aruss. poZa.n. 'Brand', russ. Zar und Zar8 'brennende Hitze'"
276	198	pdf-page-276	"*g""bör-i-)"	*gʷʰör-i-)	*gʷʰōr-i-)	*gʷʰōr-i-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	"(*g""JJer-o-, -abr), gar""Verbrennung' (*g""bor- bzw. *g""bör-i-), die zu den jeweiligen Verbal-"
276	198	pdf-page-276	*giirä	*giirä	*giirā	*giirā	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	8 Unsicher, vI. auch *giirä, mit innerbalt. DS *-4- der Wz., vgl. etwa Iit. gOre (2) 'Kohlenbecken',
277	199	pdf-page-277	*/fbmQti	*/fbmQti	*/fbmQti	*/fbmQti	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	schwundstufige Form wiederum durch Analogie zu einem Verbalstamm */fbmQti 'bitter
278	200	pdf-page-278	(*'nKU-VlXF~)4	(*’nKU-VlXF~)	(*	(*	filtered-noise-fragment	trimmed_obvious_nonlexical_tail_for_lookup;marked_candidate_boundary_noise	footnote_digits;greek_unresolved;still_unresolved;candidate_boundary_noise	candidate-boundary-noise-with-nonlatin	Candidate includes source prose or gloss captured as part of a form; lookup trimmed only where mechanically obvious.	myk. in PN o-ku-na-wo(*'nKU-VlXF~)4
280	202	pdf-page-280	?*Höm-o-6	?*Höm-o	?*Hōm-o	*Hōm-o	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	footnote_digits;nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	? *Höm-o-6
280	202	pdf-page-280	*Höm6-	*Höm6-	*Hōm6-	*Hōm6-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	*Höm6- 'roh' (EWAia 1170, GEW n 1149) oder *HoHm6- 'roh; bitter, vgl. z.B. SCHRUVER
280	202	pdf-page-280	*hzhßlom-)	*h₂hßlom-)	*h₂hßlom-)	*h₂hßlom-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hzhßlom-) zwar nicht auszuschließen, doch auch kaum wahrscheinlich.
280	202	pdf-page-280	*ö	*ö	*ō	*ō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	gewöhnlich mit *ö angesetzt, vgl. z.B. EWAia I 170, GEW 11 1149. Doch ist im IIr. ä- durch
280	202	pdf-page-280	*ö	*ö	*ō	*ō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Brugmann-Dehnung möglich, im Arm. kann vor Nasal nicht zwischen *0 und *ö unter-
280	202	pdf-page-280	*ömo-	*ömo-	*ōmo-	*ōmo-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	schieden werden. Umgekehrt ist Herleitung von kelt. *omo- < älterem *ömo- schwierig (s.o.
280	202	pdf-page-280	*ö	*ö	*ō	*ō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	Anm.2 zu SCHRUVERs Vorschlag). Wenn *ö somit wirklich auf das Gr. beschränkt bleibt,
281	203	pdf-page-281	*mi(m)s-wäre	*mi(m)s-wäre	*mi(m)s-	*mi(m)s-	filtered-noise-fragment	trimmed_obvious_nonlexical_tail_for_lookup;marked_candidate_boundary_noise	greek_unresolved;still_unresolved;candidate_boundary_noise	candidate-boundary-noise-with-nonlatin	Candidate includes source prose or gloss captured as part of a form; lookup trimmed only where mechanically obvious.	bei sich habend, beim Blut(en)' bedeutet; in *mi(m)s-wäre gleichfalls ein Kompositum **me-
283	205	pdf-page-283	*Hjenhftör	*Hjenhftör	*Hjenhftōr	*Hjenhftōr	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	proterodynamisch; TREMBLAY 2003, 93: amphidyn. NSg. *Hjenhftör, GSg. *Hkrtr-es, 0-
283	205	pdf-page-283	*-h:z{ü-	*-h₂{ü-	*-h₂{ū-	*-h₂{ū-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	NORMIER, IF 85 (1980), 49, Anm. 25 zum etymologischen Anschluß von *-h:z{ü-, das jedoch
283	205	pdf-page-283	*yatä<	*yatä<	*yatä<	*yatä<	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	4 Aus *yatä< *yatär-, vgl. TAFAZZOU, FS MacKenzie (1991), 209, TREMBLAY 2003, 92.
283	205	pdf-page-283	*yatär-	*yatär-	*yatār-	*yatār-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	4 Aus *yatä< *yatär-, vgl. TAFAZZOU, FS MacKenzie (1991), 209, TREMBLAY 2003, 92.
284	206	pdf-page-284	*(j)nätr-(ic)	*(j)nätr-(ic)	*(j)nätr-(ic)	*(j)nätr-(ic	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"(sie), schwacher Stamm *(j)nätr-(ic) ausgeglichen nach einem ""Mechanismus"", den HAMP in"
285	207	pdf-page-285	*HosgV-ahz-lhßgl'-ahr	*HosgV-ah₂-lhßgl’-ahr	*HosgV-ah₂-lhßgl’-ahr	*HosgV-ah₂-lhßgl’-ahr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*HosgV-ahz-lhßgl'-ahr ?[gr. 00x1l f. 'Weinrebe mit Trauben' (Hp., Hschl
286	208	pdf-page-286	*OOXF~	*OOXF~	*OOXF~	*OOXF~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	302, der 00qnll; als Umbildung aus dem GSg. *OOXF~, vgl. jav. aseu- m. 'Schienbein', erklärt.
286	208	pdf-page-286	*segb..'überwältigen	*segʰ..’überwältigen	*segb	*segb	filtered-noise-fragment	trimmed_obvious_nonlexical_tail_for_lookup;marked_candidate_boundary_noise	greek_unresolved;still_unresolved;candidate_boundary_noise	candidate-boundary-noise-with-nonlatin	Candidate includes source prose or gloss captured as part of a form; lookup trimmed only where mechanically obvious.	~Q) 'habe, halte', vgl. auch hier sub *segb..'überwältigen, in den Griff bekommen' .
286	208	pdf-page-286	*h1oo-'(beißen	*h₁oo-	*h₁oo-	*h₁oo-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*h1oo-'(beißen -+) essen'
287	209	pdf-page-287	*idäl-	*idäl-	*idāl-	*idāl-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	heth. *idäl- 'Schlechtigkeit' in idäl-u- 'böse, schlecht'
287	209	pdf-page-287	?*hjcd-pol-ön-	?*hjcd-pol-ön-	?*hjcd-pol-ön-	*hjcd-pol-ön-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	?*hjcd-pol-ön-
288	210	pdf-page-288	*etö-	*etö-	*etō-	*etō-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	germ. *etö- f. in ahd. ezza 'Genuß,ll
289	211	pdf-page-289	?*h/öd-ihr	?*h/öd-ihr	?*h/ōd-ihr	*h/ōd-ihr	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	?*h/öd-ihr
289	211	pdf-page-289	*h/d-h/öd-ahr	*h/d-h/öd-ahr	*h/d-h/ōd-ahr	*h/d-h/ōd-ahr	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	*h/d-h/öd-ahr
290	212	pdf-page-290	*gbCh/r-öd-(s)	*gʰCh/r-öd-(s)	*gʰCh/r-öd-(s)	*gʰCh/r-öd-(s	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	Stamm (NSg. *gbCh/r-öd-(s), ASg. -M-rp, GSg. -d..os). Ähnlich DELG 1258, HAMP, KZ 96
291	213	pdf-page-291	*dajIlCr~	*dai̯IlCr~	*dai̯IlCr~	*dai̯IlCr~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	deven 'Schwager' < *dajIlCr~, s. hier S.V.
299	221	pdf-page-299	?*h]ej-tlj-ön-	?*h₁ei̯-tlj-ön-	?*h₁ei̯-tlj-ōn-	*h₁ei̯-tlj-ōn-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	?*h]ej-tlj-ön-
300	222	pdf-page-300	*prätadt-	*prätadt-	*prātadt-	*prātadt-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	2 Setzt *prätadt- 'früh morgens kommend' voraus und liefert einen Stamm *-1+, der auf A Y
307	229	pdf-page-307	*qpöipos	*qpöipos	*qpöipos	*qpöipos	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Überholt ist die Herleitung von got. lvaiwa 'wie' aus *qpöipos < *qUo-ojys < *-h/oj-yo- (lEW
307	229	pdf-page-307	*qUo-ojys	*qUo-oi̯ys	*qUo-oi̯ys	*qUo-oi̯ys	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Überholt ist die Herleitung von got. lvaiwa 'wie' aus *qpöipos < *qUo-ojys < *-h/oj-yo- (lEW
311	233	pdf-page-311	?*hjelör-ej-o-	?*hjelör-ei̯-o-	?*hjelōr-ei̯-o-	*hjelōr-ei̯-o-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	?*hjelör-ej-o-
316	238	pdf-page-316	*-ntjä-	*-ntjä-	*-ntjā-	*-ntjā-	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	tes ·-t-, d.h. fern. *-ntjä- < ·-nt-jahr , wozu analog. mask. ·-ntjo- (ENDZELIN, LeU. Gr. 718,
316	238	pdf-page-316	*sundjö	*sundjö	*sundjō	*sundjō	medium-repaired-greek-nonlatin-pass7	repaired_latin_macron_surrogates	nonlatin_repaired	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.	•h/s-qt-ih2 führte im Germ. zu •sundi/·sunjö. Auf der Form des NSg. basiert germ. *sundjö,
322	244	pdf-page-322	"*h//gg""b..qm-ihr"	*h//ggʷʰ..qm-ihr	*h//ggʷʰ..qm-ihr	*h//ggʷʰ..qm-ihr	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"*h//gg""b..qm-ihr ahr"
323	245	pdf-page-323	*b1Jcpdb..	*bʰcpdʰ..	*bʰcpdʰ..	*bʰcpdʰ..	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*b1Jcpdb.. 'steigen, wachsen'
323	245	pdf-page-323	?*b1Judb..ör-	?*bʰudʰ..ör-	?*bʰudʰ..ör-	*bʰudʰ..ör-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	?*b1Judb..ör-
329	251	pdf-page-329	*hIllfH-tjo-tl	*h₁llfH-tjo-tl	*h₁llfH-tjo-tl	*h₁llfH-tjo-tl	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hIllfH-tjo-tl
