pdf_page	printed_page	page_anchor	source_candidate_pdf_text	normalized_candidate_pass6	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	repair_actions_pass7	issue_bucket_pass7	greek_nonlatin_class_pass7	pass7_note	context_line_pdf_text
249	171	pdf-page-249	*gbCs-ör	*gʰCs-ör	*gʰCs-ör	*gʰCs-ör	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	3 Gerechnet wird mit einem urspr. holodynamischen Paradigma NSg. *gbCs-ör, ASg. *gbes-or-
249	171	pdf-page-249	*gbes-r-QS	*gʰes-r-QS	*gʰes-r-QS	*gʰes-r-QS	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	GSg. *gbes-r-QS aus. Die erwartete SS *gbs- in sw. Kasus wäre dabei durch ~VS ersetzt.
252	174	pdf-page-252	*gPohr	*gʷohr	*gʷohr	*gʷohr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*gPohr m6-
255	177	pdf-page-255	*-qumts	*-qumts	*-qumts	*-qumts	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	5 Neubildung für *-qumts (bzw. *-kumts) < *-qumpts, vgl. ahd. kumft, nach CASAREITO, AT
255	177	pdf-page-255	*-qumpts	*-qumpts	*-qumpts	*-qumpts	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	5 Neubildung für *-qumts (bzw. *-kumts) < *-qumpts, vgl. ahd. kumft, nach CASAREITO, AT
256	178	pdf-page-256	"*g""p-u-Iliolahz-38"	*gʷp-u-Iliolah₂	*gʷp-u-Iliolah₂	*gʷp-u-Iliolah₂	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	footnote_digits;greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"*g""p-u-Iliolahz-38"
263	185	pdf-page-263	*gPoih3-o-	*gʷoih₃-o-	*gʷoih₃-o-	*gʷoih₃-o-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*gPoih3-o- m.
263	185	pdf-page-263	*gPojhro.B	*gʷoi̯hro.B	*gʷoi̯hro.B	*gʷoi̯hro.B	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*gPojhro.B
266	188	pdf-page-266	"*~r""QBbr"	"*~r""QBbr"	"*~r""QBbr"	"*~r""QBbr"	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"gegenüber *~r""QBbr weist nicht auf urspr. proterodynamischen u-St. (*glljohrl/-I*g""ihr"
266	188	pdf-page-266	"*g""ihrl/QBbr"	*gʷihrl/QBbr	*gʷihrl/QBbr	*gʷihrl/QBbr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"21 Einzelne Sprachzweige haben von *g""ihrl/QBbr aus Neowz.n gebildet, so ved. jiv- 'leben' mit"
268	190	pdf-page-268	"*g""OIl-kahr"	*gʷOIl-kahr	*gʷOIl-kahr	*gʷOIl-kahr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"*g""OIl-kahr"
268	190	pdf-page-268	"*-g""OIl-tahr"	*-gʷOIl-tahr	*-gʷOIl-tahr	*-gʷOIl-tahr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"*-g""OIl-tahr"
268	190	pdf-page-268	"*g""OIl-"	*gʷOIl-	*gʷOIl-	*gʷOIl-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"J Ein2elsprachliche Fortset2er führen zunächst auf den Ansat2 *g""OIl-, was strukturell als Wz.-"
270	192	pdf-page-270	*bü-bulcus	*bü-bulcus	*bü-bulcus	*bü-bulcus	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	bildung von *bü-bulcus nach sübulcus 'Schweinhirt' gerechnet, nicht mit Kompositionsform
270	192	pdf-page-270	"*g""öm>"	*gʷöm>	*gʷöm>	*gʷöm>	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"Der ASg. *g""öm> kelt. *bä(m) wird in air. imbBrach 'morgen früh, am nächsten Morgen',"
271	193	pdf-page-271	"*g""OIl-lIfScn"	*gʷOIl-lIfScn	*gʷOIl-lIfScn	*gʷOIl-lIfScn	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"16 S. DTB 189, THED 115; zu ka~ ka~ < *g""OIl-lIfScn - 'Rindermännchen' vgl. ungefähr"
273	195	pdf-page-273	*g~rd-u-tahß-	*g~rd-u-tahß-	*g~rd-u-tahß-	*g~rd-u-tahß-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*g~rd-u-tahß-
277	199	pdf-page-277	*/fbmQti	*/fbmQti	*/fbmQti	*/fbmQti	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	schwundstufige Form wiederum durch Analogie zu einem Verbalstamm */fbmQti 'bitter
280	202	pdf-page-280	*hzhßlom-)	*h₂hßlom-)	*h₂hßlom-)	*h₂hßlom-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hzhßlom-) zwar nicht auszuschließen, doch auch kaum wahrscheinlich.
283	205	pdf-page-283	*yatä<	*yatä<	*yatä<	*yatä<	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	4 Aus *yatä< *yatär-, vgl. TAFAZZOU, FS MacKenzie (1991), 209, TREMBLAY 2003, 92.
284	206	pdf-page-284	*(j)nätr-(ic)	*(j)nätr-(ic)	*(j)nätr-(ic)	*(j)nätr-(ic	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"(sie), schwacher Stamm *(j)nätr-(ic) ausgeglichen nach einem ""Mechanismus"", den HAMP in"
285	207	pdf-page-285	*HosgV-ahz-lhßgl'-ahr	*HosgV-ah₂-lhßgl’-ahr	*HosgV-ah₂-lhßgl’-ahr	*HosgV-ah₂-lhßgl’-ahr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*HosgV-ahz-lhßgl'-ahr ?[gr. 00x1l f. 'Weinrebe mit Trauben' (Hp., Hschl
286	208	pdf-page-286	*OOXF~	*OOXF~	*OOXF~	*OOXF~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	302, der 00qnll; als Umbildung aus dem GSg. *OOXF~, vgl. jav. aseu- m. 'Schienbein', erklärt.
286	208	pdf-page-286	*h1oo-'(beißen	*h₁oo-	*h₁oo-	*h₁oo-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*h1oo-'(beißen -+) essen'
287	209	pdf-page-287	?*hjcd-pol-ön-	?*hjcd-pol-ön-	?*hjcd-pol-ön-	*hjcd-pol-ön-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	?*hjcd-pol-ön-
290	212	pdf-page-290	*gbCh/r-öd-(s)	*gʰCh/r-öd-(s)	*gʰCh/r-öd-(s)	*gʰCh/r-öd-(s	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	Stamm (NSg. *gbCh/r-öd-(s), ASg. -M-rp, GSg. -d..os). Ähnlich DELG 1258, HAMP, KZ 96
291	213	pdf-page-291	*dajIlCr~	*dai̯IlCr~	*dai̯IlCr~	*dai̯IlCr~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	deven 'Schwager' < *dajIlCr~, s. hier S.V.
307	229	pdf-page-307	*qpöipos	*qpöipos	*qpöipos	*qpöipos	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Überholt ist die Herleitung von got. lvaiwa 'wie' aus *qpöipos < *qUo-ojys < *-h/oj-yo- (lEW
307	229	pdf-page-307	*qUo-ojys	*qUo-oi̯ys	*qUo-oi̯ys	*qUo-oi̯ys	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Überholt ist die Herleitung von got. lvaiwa 'wie' aus *qpöipos < *qUo-ojys < *-h/oj-yo- (lEW
322	244	pdf-page-322	"*h//gg""b..qm-ihr"	*h//ggʷʰ..qm-ihr	*h//ggʷʰ..qm-ihr	*h//ggʷʰ..qm-ihr	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"*h//gg""b..qm-ihr ahr"
323	245	pdf-page-323	*b1Jcpdb..	*bʰcpdʰ..	*bʰcpdʰ..	*bʰcpdʰ..	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*b1Jcpdb.. 'steigen, wachsen'
323	245	pdf-page-323	?*b1Judb..ör-	?*bʰudʰ..ör-	?*bʰudʰ..ör-	*bʰudʰ..ör-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	?*b1Judb..ör-
329	251	pdf-page-329	*hIllfH-tjo-tl	*h₁llfH-tjo-tl	*h₁llfH-tjo-tl	*h₁llfH-tjo-tl	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hIllfH-tjo-tl
330	252	pdf-page-330	(*EFfP-	(*EFfP-	(*EFfP-	*EFfP-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	könnten vormals vorhandene vollstufige Formen (*EFfP- < *b'ller-) stabilisierend auf den
335	257	pdf-page-335	*Il~h)-öh	*Il~h)-öh	*Il~h)-öh	*Il~h)-öh	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Verweis auf den ähnlich strukturierten PN Fer Feibe; Fiowürde auf *Il~h)-öh < *h/IlCs-oIlS
335	257	pdf-page-335	*h/IlCs-oIlS	*h/IlCs-oIlS	*h/IlCs-oIlS	*h/IlCs-oIlS	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	Verweis auf den ähnlich strukturierten PN Fer Feibe; Fiowürde auf *Il~h)-öh < *h/IlCs-oIlS
335	257	pdf-page-335	*Ilohu-	*Ilohu-	*Ilohu-	*Ilohu-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	Vermeidung einer exzeptionellen Lautfolge *pUl! « *l!Ul!U- < *l!uhu- < *Ilohu- < *l!osu-?).
336	258	pdf-page-336	"*aPn""früh"	"*aPn""früh"	"*aPn""früh"	"*aPn""früh"	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"germ. *aPn""früh, einst, in grauer Vorzeit' in got. Bir, an. M, ae."
338	260	pdf-page-338	*ahsJö-f.	*ahsJö-f	*ahsJö-f	*ahsJö-f	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	germ. *ahsJö-f. 'Achsel' in ae. eaxeJ, 38. ahsJa, ahd. ahs/a, ahsaJa,
339	261	pdf-page-339	*aksJeJä	*aksJeJä	*aksJeJä	*aksJeJä	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*aksJeJä (LEuMANN 207).
341	263	pdf-page-341	*h28b-öJ-o-	*h₂8b-öJ-o-	*h₂8b-öJ-o-	*h₂8b-öJ-o-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*h28b-öJ-o-
341	263	pdf-page-341	*apuldTt!/ö1.+0)	*apuldTt!/ö1.+0)	*apuldTt!/ö1.+0)	*apuldTt!/ö1.+0	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	germ. *apuldTt!/ö1.+0) in as. apu/dra, ae. a:ppe/der m., apu/dre f. 0,
341	263	pdf-page-341	*Abö~	*Abö~	*Abö~	*Abö~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Betracht zieht und ein proterodynamisches Paradigma *Abö~ *Abo/-1p, *äM/{e/o)svermutet.
343	265	pdf-page-343	*h2Cb-(eIÖ)l-	*h₂Cb-(eIÖ)l-	*h₂Cb-(eIÖ)l-	*h₂Cb-(eIÖ)l-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*h2Cb-(eIÖ)l-
344	266	pdf-page-344	*äbeJid..l)iä	*äbeJid..l)iä	*äbeJid..l)iä	*äbeJid..l)iä	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	BLAZEK, Akten Greifswald (2004), 12 leitet wobalne < *äbeJid..l)iä mit Synkope her (vgl. lit.
344	266	pdf-page-344	*QtWÄ.wv	*QtWÄ.wv	*QtWÄ.wv	*QtWÄ.wv	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	verglichen wird; BLAZEK ibid. vermutet weiter einen Reflex von gr. *QtWÄ.wv in der Hsch.-
345	267	pdf-page-345	*nävexm.	*nävexm	*nävexm	*nävexm	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	lat. -BK, -ei in *nävexm. 'Steuermann', vorausgesetzt von
350	272	pdf-page-350	?*h2ßer-	?*h₂ßer-	?*h₂ßer-	*h₂ßer-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	ay6Jv fortgesetzt sei. Vgl. zum Verb jedoch UV 276: zu einer Wurzel ?*h2ßer- 'sammeln,
350	272	pdf-page-350	*hzQg-f-mit	*h₂Qg-f-mit	*h₂Qg-f-mit	*h₂Qg-f-mit	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	24 Iir. ä kann auch auf *hzQg-f-mit Brugmann-Dehnung zurückgehen.
356	278	pdf-page-356	*hzj-CIl-h:J11-6-36	*h₂j-CIl-h:J11-6	*h₂j-CIl-h:J11-6	*h₂j-CIl-h:J11-6	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	footnote_digits;greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*hzj-CIl-h:J11-6-36
357	279	pdf-page-357	*hd-t:I!-.qvno-	*hd-t:I!-.qvno-	*hd-t:I!-.qvno-	*hd-t:I!-.qvno-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*hd-t:I!-.qvno-
360	282	pdf-page-360	*bJi-eIl-	*bJi-eIl-	*bJi-eIl-	*bJi-eIl-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	16 Nach EICHNER, MSS 29 (1971), 40 Anm.33 kann *bJi-eIl- auch in heth. nawi 'noch nicht'
361	283	pdf-page-361	*h:zle!!-HtX.n)	*h₂leu̯-HtX.n)	*h₂leu̯-HtX.n)	*h₂leu̯-HtX.n	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	womögl. aus einem grundsprachlich ablautenden Paradigma *h:zle!!-HtX.n), *hziu-Hen-l; *hziu-
364	286	pdf-page-364	*saiwaJä-	*saiwaJä-	*saiwaJä-	*saiwaJä-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	'schnell beweglich' (11.[+]); s. BJORVAND/LINDEMAN 785f. zu germ. *saiwaJä- f. 'Seele' (got.
369	291	pdf-page-369	*h#k-mqn)	*h#k-mqn)	*h#k-mqn)	*h#k-mqn	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	69f., wonach amphidynamische Flexion mit NSg. *h#k-mqn), ASg. *h2llk-m6n-rp, GSg. •hzk-
379	301	pdf-page-379	*h:zamgIl...(J)jes.\o	*h₂amgIl...(J)jes.\o	*h₂amgIl...(J)jes.\o	*h₂amgIl...(J)jes.\o	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*h:zamgIl...(J)jes.\o
379	301	pdf-page-379	*Qzh	*Qzh	*Qzh	*Qzh	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	slav. *Qzh m. 0 in serb.ksI. Qzh 'Knoten, Bündel', skr. üzel, ross.
381	303	pdf-page-381	*Jiniölas	*Jiniölas	*Jiniölas	*Jiniölas	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	führt das Nebeneinander von apr. ansonis und ostbalt. *Jiniölas auf einen vormaligen Dn-St.
383	305	pdf-page-383	*hßan-rtn-	*hßan-rtn-	*hßan-rtn-	*hßan-rtn-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	indirekter Reflex der n-A1temante von *hßan-rtn- angesehen, wobei das Sx. obliquer
385	307	pdf-page-385	*älJä-	*älJä-	*älJä-	*älJä-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	hielte sich damit, abgesehen vom Akzent, zu jav. *älJä- (s. Anm.3) etwa wie ved. gita- zu ud-
385	307	pdf-page-385	*älJä-vor	*älJä-vor	*älJä-vor	*älJä-vor	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	gefaßt werden kann, liegt schwundstufiges *älJä-vor, das zu alJä-gekürzt ist.
386	308	pdf-page-386	*an/Jö-	*an/Jö-	*an/Jö-	*an/Jö-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	? germ. *an/Jö- in an. (}DD f. 'Mühe, Arbeit'
389	311	pdf-page-389	*b2ßP-f.	*b2ßP-f	*b2ßP-f	*b2ßP-f	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*b2ßP-f. 'Wasser, Fluß,1
397	319	pdf-page-397	*b}arG-u-führen	*b}arG-u-führen	*b}arG-u-führen	*b}arG-u-führen	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	würde auf einen Ansatz *b}arG-u-führen, der bisher kaum weiteren Anhalt findet.
403	325	pdf-page-403	*apatüc	*apatüc	*apatüc	*apatüc	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	leitet von der tu-Bildung *apatüc; 'Zeit des Pflügens'.
404	326	pdf-page-404	*llTl!ä	*llTl!ä	*llTl!ä	*llTl!ä	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	DEMIRAJ SOf. als *b2/fb3)-l/abr > uralb. *llTl!ä > arewäre als Vorform für das Alb. möglich,
406	328	pdf-page-406	*hßug-e/on-	*hßug-e/on-	*hßug-e/on-	*hßug-e/on-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hßug-e/on-
